,date,store_nbr,sales
4144,2013-03-18,46,13665.941
4145,2013-03-18,47,14958.357
4146,2013-03-18,48,10626.905
4147,2013-03-18,49,8844.224
4149,2013-03-18,50,10667.755
4150,2013-03-18,51,11207.867
4151,2013-03-18,52,0.0
4152,2013-03-18,53,0.0
4153,2013-03-18,54,4289.754
4158,2013-03-19,1,4942.252
4169,2013-03-19,2,5485.6577
4180,2013-03-19,3,13980.586
4191,2013-03-19,4,5321.16
4202,2013-03-19,5,6013.2217
4208,2013-03-19,6,7306.664
4209,2013-03-19,7,7720.502
4210,2013-03-19,8,8205.376
4211,2013-03-19,9,8909.213
4159,2013-03-19,10,4209.026
4160,2013-03-19,11,9040.546
4161,2013-03-19,12,4207.3
4162,2013-03-19,13,3840.482
4163,2013-03-19,14,5089.693
4164,2013-03-19,15,3795.022
4165,2013-03-19,16,4760.559
4166,2013-03-19,17,5831.446
4167,2013-03-19,18,4931.912
4168,2013-03-19,19,3980.59
4170,2013-03-19,20,0.0
4171,2013-03-19,21,0.0
4172,2013-03-19,22,0.0
4173,2013-03-19,23,5976.269
4174,2013-03-19,24,8335.615
4175,2013-03-19,25,3790.851
4176,2013-03-19,26,3239.1821
4177,2013-03-19,27,4547.758
4178,2013-03-19,28,4387.848
4179,2013-03-19,29,0.0
4181,2013-03-19,30,2751.349
4182,2013-03-19,31,6835.237
4183,2013-03-19,32,2338.689
4184,2013-03-19,33,5091.816
4185,2013-03-19,34,7031.769
4186,2013-03-19,35,2922.785
4187,2013-03-19,36,0.0
4188,2013-03-19,37,6023.094
4189,2013-03-19,38,4648.259
4190,2013-03-19,39,6399.051
4192,2013-03-19,40,4209.68
4193,2013-03-19,41,3782.472
4194,2013-03-19,42,0.0
4195,2013-03-19,43,4450.719
4196,2013-03-19,44,15874.449
4197,2013-03-19,45,11907.689
4198,2013-03-19,46,10920.036
4199,2013-03-19,47,13247.078
4200,2013-03-19,48,8644.34
4201,2013-03-19,49,7393.319
4203,2013-03-19,50,8756.135
4204,2013-03-19,51,9476.701
4205,2013-03-19,52,0.0
4206,2013-03-19,53,0.0
4207,2013-03-19,54,3466.847
4212,2013-03-20,1,6195.922
4223,2013-03-20,2,6469.993
4234,2013-03-20,3,16186.038
4245,2013-03-20,4,6563.732
4256,2013-03-20,5,6910.176
4262,2013-03-20,6,7800.732
4263,2013-03-20,7,9127.978
4264,2013-03-20,8,10524.506
4265,2013-03-20,9,7877.406
4213,2013-03-20,10,3392.7
4214,2013-03-20,11,8447.341
4215,2013-03-20,12,4005.29
4216,2013-03-20,13,3202.503
4217,2013-03-20,14,4732.484
4218,2013-03-20,15,4219.955
4219,2013-03-20,16,4222.548
4220,2013-03-20,17,4694.67
4221,2013-03-20,18,4045.331
4222,2013-03-20,19,3527.372
4224,2013-03-20,20,0.0
4225,2013-03-20,21,0.0
4226,2013-03-20,22,0.0
4227,2013-03-20,23,4423.293
4228,2013-03-20,24,14131.822
4229,2013-03-20,25,5959.536
4230,2013-03-20,26,3523.25
4231,2013-03-20,27,5744.9297
4232,2013-03-20,28,4176.271
4233,2013-03-20,29,0.0
4235,2013-03-20,30,2412.179
4236,2013-03-20,31,5251.275
4237,2013-03-20,32,2430.542
4238,2013-03-20,33,4988.499
4239,2013-03-20,34,7105.591
4240,2013-03-20,35,2787.142
4241,2013-03-20,36,0.0
4242,2013-03-20,37,7499.094
4243,2013-03-20,38,5830.317
4244,2013-03-20,39,6159.1987
4246,2013-03-20,40,4480.78
4247,2013-03-20,41,3811.316
4248,2013-03-20,42,0.0
4249,2013-03-20,43,4031.793
4250,2013-03-20,44,19657.66
4251,2013-03-20,45,14694.879
4252,2013-03-20,46,11972.383
4253,2013-03-20,47,14741.521
4254,2013-03-20,48,9272.245
4255,2013-03-20,49,8338.51
4257,2013-03-20,50,10407.129
4258,2013-03-20,51,12402.208
4259,2013-03-20,52,0.0
4260,2013-03-20,53,0.0
4261,2013-03-20,54,2826.965
4266,2013-03-21,1,5097.209
4277,2013-03-21,2,5202.619
4288,2013-03-21,3,13914.969
4299,2013-03-21,4,4820.63
4310,2013-03-21,5,5589.37
4316,2013-03-21,6,6372.608
4317,2013-03-21,7,7067.458
4318,2013-03-21,8,8186.4077
4319,2013-03-21,9,7872.5527
4267,2013-03-21,10,3077.191
4268,2013-03-21,11,9988.56
4269,2013-03-21,12,3550.257
4270,2013-03-21,13,3123.923
4271,2013-03-21,14,4660.0483
4272,2013-03-21,15,3905.144
4273,2013-03-21,16,3469.846
4274,2013-03-21,17,4406.055
4275,2013-03-21,18,4711.65
4276,2013-03-21,19,3375.022
4278,2013-03-21,20,0.0
4279,2013-03-21,21,0.0
4280,2013-03-21,22,0.0
4281,2013-03-21,23,4974.429
4282,2013-03-21,24,8605.416
4283,2013-03-21,25,4534.943
4284,2013-03-21,26,2694.89
4285,2013-03-21,27,4241.725
4286,2013-03-21,28,3723.92
4287,2013-03-21,29,0.0
4289,2013-03-21,30,2627.129
4290,2013-03-21,31,5273.7812
4291,2013-03-21,32,2375.727
4292,2013-03-21,33,3397.319
4293,2013-03-21,34,6109.1973
4294,2013-03-21,35,2346.058
4295,2013-03-21,36,0.0
4296,2013-03-21,37,6553.4
4297,2013-03-21,38,4649.976
4298,2013-03-21,39,5094.91
4300,2013-03-21,40,3776.767
4301,2013-03-21,41,2848.4219
4302,2013-03-21,42,0.0
4303,2013-03-21,43,4329.601
4304,2013-03-21,44,14880.334
4305,2013-03-21,45,11488.204
4306,2013-03-21,46,9855.529
4307,2013-03-21,47,12623.306
4308,2013-03-21,48,7616.193
4309,2013-03-21,49,6703.562
4311,2013-03-21,50,8098.483
4312,2013-03-21,51,8474.654
4313,2013-03-21,52,0.0
4314,2013-03-21,53,0.0
4315,2013-03-21,54,2840.733
4320,2013-03-22,1,5795.069
4331,2013-03-22,2,6929.7573
4342,2013-03-22,3,14036.869
4353,2013-03-22,4,5678.2793
4364,2013-03-22,5,5702.382
4370,2013-03-22,6,7430.962
4371,2013-03-22,7,8884.895
4372,2013-03-22,8,9792.872
4373,2013-03-22,9,6389.019
4321,2013-03-22,10,2084.932
4322,2013-03-22,11,8792.303
4323,2013-03-22,12,3844.641
4324,2013-03-22,13,3584.326
4325,2013-03-22,14,4814.684
4326,2013-03-22,15,3560.308
4327,2013-03-22,16,3290.362
4328,2013-03-22,17,3918.389
4329,2013-03-22,18,3753.6619
4330,2013-03-22,19,4124.699
4332,2013-03-22,20,0.0
4333,2013-03-22,21,0.0
4334,2013-03-22,22,0.0
4335,2013-03-22,23,4266.648
4336,2013-03-22,24,10504.605
4337,2013-03-22,25,9140.691
4338,2013-03-22,26,3552.538
4339,2013-03-22,27,4899.01
4340,2013-03-22,28,3537.628
4341,2013-03-22,29,0.0
4343,2013-03-22,30,2562.933
4344,2013-03-22,31,4835.0
4345,2013-03-22,32,2318.933
4346,2013-03-22,33,4318.937
4347,2013-03-22,34,7154.169
4348,2013-03-22,35,2790.919
4349,2013-03-22,36,0.0
4350,2013-03-22,37,7018.039
4351,2013-03-22,38,6009.775
4352,2013-03-22,39,4853.6333
4354,2013-03-22,40,4161.072
4355,2013-03-22,41,3242.094
4356,2013-03-22,42,0.0
4357,2013-03-22,43,5823.481
4358,2013-03-22,44,18411.197
4359,2013-03-22,45,15327.013
4360,2013-03-22,46,11824.419
4361,2013-03-22,47,13493.086
4362,2013-03-22,48,8591.724
4363,2013-03-22,49,9265.654
4365,2013-03-22,50,8599.601
4366,2013-03-22,51,11564.533
4367,2013-03-22,52,0.0
4368,2013-03-22,53,0.0
4369,2013-03-22,54,3624.71
4374,2013-03-23,1,5518.596
4385,2013-03-23,2,10146.848
4396,2013-03-23,3,20366.3
4407,2013-03-23,4,8921.208
4418,2013-03-23,5,6389.314
4424,2013-03-23,6,12385.16
4425,2013-03-23,7,9079.384
4426,2013-03-23,8,13839.665
4427,2013-03-23,9,12466.957
4375,2013-03-23,10,4880.424
4376,2013-03-23,11,12594.084
4377,2013-03-23,12,5427.116
4378,2013-03-23,13,5669.2397
4379,2013-03-23,14,7794.96
4380,2013-03-23,15,4733.233
4381,2013-03-23,16,4627.903
4382,2013-03-23,17,8164.899
4383,2013-03-23,18,6011.5137
4384,2013-03-23,19,7410.05
4386,2013-03-23,20,0.0
4387,2013-03-23,21,0.0
4388,2013-03-23,22,0.0
4389,2013-03-23,23,5466.686
4390,2013-03-23,24,11018.503
4391,2013-03-23,25,10285.297
4392,2013-03-23,26,4333.305
4393,2013-03-23,27,7364.039
4394,2013-03-23,28,5847.923
4395,2013-03-23,29,0.0
4397,2013-03-23,30,2347.735
4398,2013-03-23,31,7268.924
4399,2013-03-23,32,2813.732
4400,2013-03-23,33,5613.698
4401,2013-03-23,34,8868.11
4402,2013-03-23,35,4110.965
4403,2013-03-23,36,0.0
4404,2013-03-23,37,9021.24
4405,2013-03-23,38,9180.047
4406,2013-03-23,39,8578.978
4408,2013-03-23,40,4787.219
4409,2013-03-23,41,5422.611
4410,2013-03-23,42,0.0
4411,2013-03-23,43,5249.69
4412,2013-03-23,44,31889.787
4413,2013-03-23,45,25695.605
4414,2013-03-23,46,22865.408
4415,2013-03-23,47,23985.926
4416,2013-03-23,48,18920.35
4417,2013-03-23,49,13006.995
4419,2013-03-23,50,15607.749
4420,2013-03-23,51,12771.548
4421,2013-03-23,52,0.0
4422,2013-03-23,53,0.0
4423,2013-03-23,54,4443.077
4428,2013-03-24,1,2056.8801
4439,2013-03-24,2,8817.36
4450,2013-03-24,3,20842.326
4461,2013-03-24,4,10096.693
4472,2013-03-24,5,7746.148
4478,2013-03-24,6,13537.054
4479,2013-03-24,7,7657.6797
4480,2013-03-24,8,12698.203
4481,2013-03-24,9,13192.3
4429,2013-03-24,10,4334.701
4430,2013-03-24,11,12654.267
4431,2013-03-24,12,5396.927
4432,2013-03-24,13,4287.726
4433,2013-03-24,14,4412.542
4434,2013-03-24,15,4534.694
4435,2013-03-24,16,6126.968
4436,2013-03-24,17,8229.017
4437,2013-03-24,18,7277.0
4438,2013-03-24,19,4572.286
4440,2013-03-24,20,0.0
4441,2013-03-24,21,0.0
4442,2013-03-24,22,0.0
4443,2013-03-24,23,5306.82
4444,2013-03-24,24,10388.099
4445,2013-03-24,25,4732.6973
4446,2013-03-24,26,4958.381
4447,2013-03-24,27,8561.018
4448,2013-03-24,28,6928.536
4449,2013-03-24,29,0.0
4451,2013-03-24,30,2809.654
4452,2013-03-24,31,6822.7383
4453,2013-03-24,32,2475.62
4454,2013-03-24,33,5823.32
4455,2013-03-24,34,7098.236
4456,2013-03-24,35,3152.175
4457,2013-03-24,36,0.0
4458,2013-03-24,37,6862.663
4459,2013-03-24,38,9387.656
4460,2013-03-24,39,8859.247
4462,2013-03-24,40,4589.715
4463,2013-03-24,41,5371.41
4464,2013-03-24,42,0.0
4465,2013-03-24,43,4336.203
4466,2013-03-24,44,29504.926
4467,2013-03-24,45,26810.578
4468,2013-03-24,46,25939.709
4469,2013-03-24,47,26462.754
4470,2013-03-24,48,22935.424
4471,2013-03-24,49,14836.546
4473,2013-03-24,50,16137.251
4474,2013-03-24,51,13363.515
4475,2013-03-24,52,0.0
4476,2013-03-24,53,0.0
4477,2013-03-24,54,6868.975
4482,2013-03-25,1,5233.413
4493,2013-03-25,2,6372.015
4504,2013-03-25,3,14628.468
4515,2013-03-25,4,5636.767
4526,2013-03-25,5,6921.742
4532,2013-03-25,6,7762.049
4533,2013-03-25,7,8231.907
4534,2013-03-25,8,9266.172
4535,2013-03-25,9,8118.914
4483,2013-03-25,10,3876.837
4484,2013-03-25,11,10531.104
4485,2013-03-25,12,4139.562
4486,2013-03-25,13,4145.957
4487,2013-03-25,14,5241.604
4488,2013-03-25,15,4233.644
4489,2013-03-25,16,4572.487
4490,2013-03-25,17,5933.688
4491,2013-03-25,18,4869.2383
4492,2013-03-25,19,3835.738
4494,2013-03-25,20,0.0
4495,2013-03-25,21,0.0
4496,2013-03-25,22,0.0
4497,2013-03-25,23,5683.141
4498,2013-03-25,24,9337.81
4499,2013-03-25,25,5801.228
4500,2013-03-25,26,3406.611
4501,2013-03-25,27,5422.042
4502,2013-03-25,28,3548.356
4503,2013-03-25,29,0.0
4505,2013-03-25,30,2527.64
4506,2013-03-25,31,5731.949
4507,2013-03-25,32,2235.004
4508,2013-03-25,33,5198.827
4509,2013-03-25,34,7526.647
4510,2013-03-25,35,3037.637
4511,2013-03-25,36,0.0
4512,2013-03-25,37,6568.303
4513,2013-03-25,38,5858.996
4514,2013-03-25,39,5428.285
4516,2013-03-25,40,4584.399
4517,2013-03-25,41,4053.841
4518,2013-03-25,42,0.0
4519,2013-03-25,43,5240.12
4520,2013-03-25,44,17026.287
4521,2013-03-25,45,15123.634
4522,2013-03-25,46,12505.212
4523,2013-03-25,47,15652.643
4524,2013-03-25,48,9732.7705
4525,2013-03-25,49,8108.469
4527,2013-03-25,50,9699.076
4528,2013-03-25,51,10827.33
4529,2013-03-25,52,0.0
4530,2013-03-25,53,0.0
4531,2013-03-25,54,4142.047
4536,2013-03-26,1,4812.276
4547,2013-03-26,2,6162.24
4558,2013-03-26,3,12656.422
4569,2013-03-26,4,5160.2217
4580,2013-03-26,5,5628.797
4586,2013-03-26,6,6176.004
4587,2013-03-26,7,7842.9697
4588,2013-03-26,8,9043.989
4589,2013-03-26,9,6884.035
4537,2013-03-26,10,3375.668
4538,2013-03-26,11,8483.938
4539,2013-03-26,12,3913.189
4540,2013-03-26,13,3839.15
4541,2013-03-26,14,4304.105
4542,2013-03-26,15,4255.125
4543,2013-03-26,16,3946.743
4544,2013-03-26,17,5438.334
4545,2013-03-26,18,4405.002
4546,2013-03-26,19,3770.875
4548,2013-03-26,20,0.0
4549,2013-03-26,21,0.0
4550,2013-03-26,22,0.0
4551,2013-03-26,23,4566.236
4552,2013-03-26,24,8771.862
4553,2013-03-26,25,4979.404
4554,2013-03-26,26,2738.1309
4555,2013-03-26,27,4419.305
4556,2013-03-26,28,4116.472
4557,2013-03-26,29,0.0
4559,2013-03-26,30,3233.956
4560,2013-03-26,31,5222.777
4561,2013-03-26,32,2563.8
4562,2013-03-26,33,5237.707
4563,2013-03-26,34,6859.364
4564,2013-03-26,35,2997.103
4565,2013-03-26,36,0.0
4566,2013-03-26,37,6411.368
4567,2013-03-26,38,4862.072
4568,2013-03-26,39,6122.7803
4570,2013-03-26,40,4231.078
4571,2013-03-26,41,3389.148
4572,2013-03-26,42,0.0
4573,2013-03-26,43,4760.425
4574,2013-03-26,44,11090.212
4575,2013-03-26,45,11664.68
4576,2013-03-26,46,9241.55
4577,2013-03-26,47,11917.549
4578,2013-03-26,48,8069.353
4579,2013-03-26,49,7042.336
4581,2013-03-26,50,8082.6143
4582,2013-03-26,51,9692.373
4583,2013-03-26,52,0.0
4584,2013-03-26,53,0.0
4585,2013-03-26,54,3435.497
4590,2013-03-27,1,6387.455
4601,2013-03-27,2,6952.796
4612,2013-03-27,3,15543.204
4623,2013-03-27,4,6831.169
4634,2013-03-27,5,7578.0063
4640,2013-03-27,6,7790.918
4641,2013-03-27,7,9159.462
4642,2013-03-27,8,9444.329
4643,2013-03-27,9,6942.193
4591,2013-03-27,10,2807.119
4592,2013-03-27,11,9844.398
4593,2013-03-27,12,4197.963
4594,2013-03-27,13,3289.668
4595,2013-03-27,14,4006.666
4596,2013-03-27,15,3817.397
4597,2013-03-27,16,3688.173
4598,2013-03-27,17,4927.484
4599,2013-03-27,18,3645.2139
4600,2013-03-27,19,4119.358
4602,2013-03-27,20,0.0
4603,2013-03-27,21,0.0
4604,2013-03-27,22,0.0
4605,2013-03-27,23,4340.992
4606,2013-03-27,24,10309.419
4607,2013-03-27,25,7145.529
4608,2013-03-27,26,2687.271
4609,2013-03-27,27,4671.585
4610,2013-03-27,28,3253.369
4611,2013-03-27,29,0.0
4613,2013-03-27,30,2057.802
4614,2013-03-27,31,4593.1
4615,2013-03-27,32,2008.445
4616,2013-03-27,33,4480.825
4617,2013-03-27,34,6948.96
4618,2013-03-27,35,2125.384
4619,2013-03-27,36,0.0
4620,2013-03-27,37,7770.631
4621,2013-03-27,38,6812.527
4622,2013-03-27,39,4984.6987
4624,2013-03-27,40,3872.05
4625,2013-03-27,41,3405.518
4626,2013-03-27,42,0.0
4627,2013-03-27,43,5182.139
4628,2013-03-27,44,20180.98
4629,2013-03-27,45,15806.973
4630,2013-03-27,46,11237.099
4631,2013-03-27,47,14625.842
4632,2013-03-27,48,9245.166
4633,2013-03-27,49,9045.565
4635,2013-03-27,50,10059.542
4636,2013-03-27,51,12292.157
4637,2013-03-27,52,0.0
4638,2013-03-27,53,0.0
4639,2013-03-27,54,3574.607
4644,2013-03-28,1,5686.706
4655,2013-03-28,2,6223.495
4666,2013-03-28,3,14363.871
4677,2013-03-28,4,6476.546
4688,2013-03-28,5,7332.097
4694,2013-03-28,6,7991.204
4695,2013-03-28,7,8989.457
4696,2013-03-28,8,9103.636
4697,2013-03-28,9,9392.949
4645,2013-03-28,10,3966.217
4646,2013-03-28,11,10155.384
4647,2013-03-28,12,4780.029
4648,2013-03-28,13,3976.504
4649,2013-03-28,14,3796.712
4650,2013-03-28,15,4083.622
4651,2013-03-28,16,4531.167
4652,2013-03-28,17,5321.228
4653,2013-03-28,18,6862.098
4654,2013-03-28,19,4554.928
4656,2013-03-28,20,0.0
4657,2013-03-28,21,0.0
4658,2013-03-28,22,0.0
4659,2013-03-28,23,6589.257
4660,2013-03-28,24,10308.558
4661,2013-03-28,25,12275.946
4662,2013-03-28,26,3525.58
4663,2013-03-28,27,5209.6367
4664,2013-03-28,28,4692.316
4665,2013-03-28,29,0.0
4667,2013-03-28,30,2770.591
4668,2013-03-28,31,6397.218
4669,2013-03-28,32,2715.696
4670,2013-03-28,33,5799.515
4671,2013-03-28,34,9008.184
4672,2013-03-28,35,2474.938
4673,2013-03-28,36,0.0
4674,2013-03-28,37,7651.437
4675,2013-03-28,38,6405.4272
4676,2013-03-28,39,5912.9683
4678,2013-03-28,40,4544.559
4679,2013-03-28,41,4186.305
4680,2013-03-28,42,0.0
4681,2013-03-28,43,5633.544
4682,2013-03-28,44,17541.69
4683,2013-03-28,45,16503.832
4684,2013-03-28,46,12541.56
4685,2013-03-28,47,14289.835
4686,2013-03-28,48,10224.268
4687,2013-03-28,49,9043.169
4689,2013-03-28,50,9657.96
4690,2013-03-28,51,10827.79
4691,2013-03-28,52,0.0
4692,2013-03-28,53,0.0
4693,2013-03-28,54,4973.642
4698,2013-03-29,1,2001.729
4709,2013-03-29,2,5929.3433
4720,2013-03-29,3,16425.78
4731,2013-03-29,4,6381.351
4742,2013-03-29,5,5253.797
4748,2013-03-29,6,9033.203
4749,2013-03-29,7,6254.944
4750,2013-03-29,8,9398.054
4751,2013-03-29,9,10370.202
4699,2013-03-29,10,3484.063
4700,2013-03-29,11,10494.927
4701,2013-03-29,12,3985.271
4702,2013-03-29,13,3972.117
4703,2013-03-29,14,3759.151
4704,2013-03-29,15,3413.86
4705,2013-03-29,16,4569.237
4706,2013-03-29,17,5615.054
4707,2013-03-29,18,4353.834
4708,2013-03-29,19,4510.915
4710,2013-03-29,20,0.0
4711,2013-03-29,21,0.0
4712,2013-03-29,22,0.0
4713,2013-03-29,23,4049.919
4714,2013-03-29,24,8430.828
4715,2013-03-29,25,14962.0
4716,2013-03-29,26,4275.255
4717,2013-03-29,27,6670.305
4718,2013-03-29,28,6157.4297
4719,2013-03-29,29,0.0
4721,2013-03-29,30,2287.322
4722,2013-03-29,31,5172.1973
4723,2013-03-29,32,2978.348
4724,2013-03-29,33,4075.929
4725,2013-03-29,34,7788.6367
4726,2013-03-29,35,4074.746
4727,2013-03-29,36,0.0
4728,2013-03-29,37,4867.103
4729,2013-03-29,38,5839.3833
4730,2013-03-29,39,4955.839
4732,2013-03-29,40,3002.258
4733,2013-03-29,41,4036.482
4734,2013-03-29,42,0.0
4735,2013-03-29,43,5150.5933
4736,2013-03-29,44,21393.412
4737,2013-03-29,45,18067.576
4738,2013-03-29,46,17227.098
4739,2013-03-29,47,19097.758
4740,2013-03-29,48,14962.5205
4741,2013-03-29,49,11565.537
4743,2013-03-29,50,10956.112
4744,2013-03-29,51,10795.682
4745,2013-03-29,52,0.0
4746,2013-03-29,53,0.0
4747,2013-03-29,54,3466.029
4752,2013-03-30,1,4353.33
4763,2013-03-30,2,7923.447
4774,2013-03-30,3,19455.41
4785,2013-03-30,4,8026.427
4796,2013-03-30,5,7369.172
4802,2013-03-30,6,11019.021
4803,2013-03-30,7,7638.5747
4804,2013-03-30,8,11623.875
4805,2013-03-30,9,14650.73
4753,2013-03-30,10,5773.196
4754,2013-03-30,11,15318.272
4755,2013-03-30,12,5415.562
4756,2013-03-30,13,6718.741
4757,2013-03-30,14,7976.646
4758,2013-03-30,15,5312.741
4759,2013-03-30,16,5230.655
4760,2013-03-30,17,7841.0312
4761,2013-03-30,18,5708.534
4762,2013-03-30,19,8223.116
4764,2013-03-30,20,0.0
4765,2013-03-30,21,0.0
4766,2013-03-30,22,0.0
4767,2013-03-30,23,5614.607
4768,2013-03-30,24,9692.034
4769,2013-03-30,25,10498.223
4770,2013-03-30,26,4407.722
4771,2013-03-30,27,6941.991
4772,2013-03-30,28,6348.19
4773,2013-03-30,29,0.0
4775,2013-03-30,30,2561.147
4776,2013-03-30,31,7560.33
4777,2013-03-30,32,3097.2
4778,2013-03-30,33,5943.734
4779,2013-03-30,34,7060.964
4780,2013-03-30,35,3931.705
4781,2013-03-30,36,0.0
4782,2013-03-30,37,8323.674
4783,2013-03-30,38,11187.434
4784,2013-03-30,39,9357.352
4786,2013-03-30,40,5756.8022
4787,2013-03-30,41,4867.954
4788,2013-03-30,42,0.0
4789,2013-03-30,43,5508.032
4790,2013-03-30,44,25750.004
4791,2013-03-30,45,27068.777
4792,2013-03-30,46,25746.807
4793,2013-03-30,47,25226.56
4794,2013-03-30,48,21700.486
4795,2013-03-30,49,13433.516
4797,2013-03-30,50,15077.448
4798,2013-03-30,51,10315.578
4799,2013-03-30,52,0.0
4800,2013-03-30,53,0.0
4801,2013-03-30,54,4104.601
4806,2013-03-31,1,2042.369
4817,2013-03-31,2,9063.059
4828,2013-03-31,3,21114.541
4839,2013-03-31,4,10477.912
4850,2013-03-31,5,8084.043
4856,2013-03-31,6,14382.486
4857,2013-03-31,7,7652.731
4858,2013-03-31,8,12135.259
4859,2013-03-31,9,16299.114
4807,2013-03-31,10,5632.209
4808,2013-03-31,11,15490.09
4809,2013-03-31,12,3365.202
4810,2013-03-31,13,3928.154
4811,2013-03-31,14,5166.596
4812,2013-03-31,15,4933.642
4813,2013-03-31,16,6068.714
4814,2013-03-31,17,8294.568
4815,2013-03-31,18,7976.203
4816,2013-03-31,19,4564.229
4818,2013-03-31,20,0.0
4819,2013-03-31,21,0.0
4820,2013-03-31,22,0.0
4821,2013-03-31,23,5749.962
4822,2013-03-31,24,8728.677
4823,2013-03-31,25,4269.722
4824,2013-03-31,26,5211.434
4825,2013-03-31,27,8063.986
4826,2013-03-31,28,7350.1772
4827,2013-03-31,29,0.0
4829,2013-03-31,30,2388.717
4830,2013-03-31,31,6503.278
4831,2013-03-31,32,2887.928
4832,2013-03-31,33,5481.644
4833,2013-03-31,34,7169.09
4834,2013-03-31,35,2814.919
4835,2013-03-31,36,0.0
4836,2013-03-31,37,7256.157
4837,2013-03-31,38,9810.567
4838,2013-03-31,39,9331.119
4840,2013-03-31,40,5209.579
4841,2013-03-31,41,5627.074
4842,2013-03-31,42,0.0
4843,2013-03-31,43,4512.305
4844,2013-03-31,44,27281.635
4845,2013-03-31,45,29796.076
4846,2013-03-31,46,28600.164
4847,2013-03-31,47,29001.184
4848,2013-03-31,48,24477.291
4849,2013-03-31,49,14003.063
4851,2013-03-31,50,17221.076
4852,2013-03-31,51,11278.65
4853,2013-03-31,52,0.0
4854,2013-03-31,53,0.0
4855,2013-03-31,54,5411.047
4860,2013-04-01,1,6144.881
4871,2013-04-01,2,7672.456
4882,2013-04-01,3,19298.018
4893,2013-04-01,4,8200.248
4904,2013-04-01,5,8434.215
4910,2013-04-01,6,11062.975
4911,2013-04-01,7,11345.308
4912,2013-04-01,8,11246.198
4913,2013-04-01,9,13351.862
4861,2013-04-01,10,5434.7573
4862,2013-04-01,11,16076.416
4863,2013-04-01,12,6792.691
4864,2013-04-01,13,6886.691
4865,2013-04-01,14,6380.5957
4866,2013-04-01,15,6658.729
4867,2013-04-01,16,6198.516
4868,2013-04-01,17,7309.106
4869,2013-04-01,18,6057.569
4870,2013-04-01,19,5522.514
4872,2013-04-01,20,0.0
4873,2013-04-01,21,0.0
4874,2013-04-01,22,0.0
4875,2013-04-01,23,6988.348
4876,2013-04-01,24,10256.753
4877,2013-04-01,25,4506.788
4878,2013-04-01,26,5620.5103
4879,2013-04-01,27,6351.825
4880,2013-04-01,28,5430.785
4881,2013-04-01,29,0.0
4883,2013-04-01,30,2803.416
4884,2013-04-01,31,7522.931
4885,2013-04-01,32,2728.617
4886,2013-04-01,33,7234.164
4887,2013-04-01,34,8372.158
4888,2013-04-01,35,3272.072
4889,2013-04-01,36,0.0
4890,2013-04-01,37,9971.718
4891,2013-04-01,38,7829.459
4892,2013-04-01,39,8109.922
4894,2013-04-01,40,6387.419
4895,2013-04-01,41,4985.555
4896,2013-04-01,42,0.0
4897,2013-04-01,43,6665.983
4898,2013-04-01,44,23812.062
4899,2013-04-01,45,21730.854
4900,2013-04-01,46,18107.246
4901,2013-04-01,47,20527.734
4902,2013-04-01,48,16427.27
4903,2013-04-01,49,12467.782
4905,2013-04-01,50,13322.112
4906,2013-04-01,51,12906.8545
4907,2013-04-01,52,0.0
4908,2013-04-01,53,0.0
4909,2013-04-01,54,4402.362
4914,2013-04-02,1,5774.185
4925,2013-04-02,2,7101.3203
4936,2013-04-02,3,17077.402
4947,2013-04-02,4,6754.395
4958,2013-04-02,5,7284.23
4964,2013-04-02,6,9087.34
4965,2013-04-02,7,9420.444
4966,2013-04-02,8,9276.629
4967,2013-04-02,9,13148.6045
4915,2013-04-02,10,5520.04
4916,2013-04-02,11,15398.898
4917,2013-04-02,12,5440.716
4918,2013-04-02,13,5496.149
4919,2013-04-02,14,6364.822
4920,2013-04-02,15,5678.708
4921,2013-04-02,16,5365.327
4922,2013-04-02,17,7176.168
4923,2013-04-02,18,6396.787
4924,2013-04-02,19,4517.43
4926,2013-04-02,20,0.0
4927,2013-04-02,21,0.0
4928,2013-04-02,22,0.0
4929,2013-04-02,23,5549.672
4930,2013-04-02,24,10262.984
4931,2013-04-02,25,4323.853
4932,2013-04-02,26,3940.732
4933,2013-04-02,27,5025.048
4934,2013-04-02,28,6451.555
4935,2013-04-02,29,0.0
4937,2013-04-02,30,2940.038
4938,2013-04-02,31,7100.662
4939,2013-04-02,32,3056.2659
4940,2013-04-02,33,6455.602
4941,2013-04-02,34,8116.002
4942,2013-04-02,35,2575.527
4943,2013-04-02,36,0.0
4944,2013-04-02,37,9109.229
4945,2013-04-02,38,6568.561
4946,2013-04-02,39,9108.7705
4948,2013-04-02,40,6182.777
4949,2013-04-02,41,4207.791
4950,2013-04-02,42,0.0
4951,2013-04-02,43,5807.666
4952,2013-04-02,44,18911.762
4953,2013-04-02,45,17477.883
4954,2013-04-02,46,15403.999
4955,2013-04-02,47,17184.57
4956,2013-04-02,48,13452.578
4957,2013-04-02,49,9552.331
4959,2013-04-02,50,11733.661
4960,2013-04-02,51,11177.137
4961,2013-04-02,52,0.0
4962,2013-04-02,53,0.0
4963,2013-04-02,54,3776.579
4968,2013-04-03,1,7074.953
4979,2013-04-03,2,8113.319
4990,2013-04-03,3,17677.965
5001,2013-04-03,4,7817.002
5012,2013-04-03,5,7638.0723
5018,2013-04-03,6,9835.461
5019,2013-04-03,7,10326.09
