date,store_nbr,sales
2017-04-22,21,14842.592
2017-04-23,21,18298.559
2017-04-24,21,10316.916
2017-04-25,21,10675.09
2017-04-26,21,9214.464
2017-04-27,21,8968.354
2017-04-28,21,10807.787
2017-04-29,21,14652.725
2017-04-30,21,18275.398
2017-05-01,21,22404.512
2017-05-02,21,14753.596
2017-05-03,21,11277.297
2017-05-04,21,12064.712
2017-05-05,21,9882.256
2017-05-06,21,15233.978
2017-05-07,21,20529.084
2017-05-08,21,9344.479
2017-05-09,21,11288.953
2017-05-10,21,14589.354
2017-05-11,21,11074.753
2017-05-12,21,9250.072
2017-05-13,21,14293.06
2017-05-14,21,18582.984
2017-05-15,21,13007.289
2017-05-16,21,14602.036
2017-05-17,21,15692.628
2017-05-18,21,10021.058
2017-05-19,21,10735.157
2017-05-20,21,16367.919
2017-05-21,21,20078.76
2017-05-22,21,12839.781
2017-05-23,21,10831.809
2017-05-24,21,9433.107
2017-05-25,21,9645.196
2017-05-26,21,12418.72
2017-05-27,21,13266.124
2017-05-28,21,18673.447
2017-05-29,21,12784.133
2017-05-30,21,12248.798
2017-05-31,21,12064.207
2017-06-01,21,10756.13
2017-06-02,21,12423.852
2017-06-03,21,17004.414
2017-06-04,21,24688.229
2017-06-05,21,14524.219
2017-06-06,21,12752.849
2017-06-07,21,12252.14
2017-06-08,21,8616.328
2017-06-09,21,9028.985
2017-06-10,21,14390.801
2017-06-11,21,20622.521
2017-06-12,21,13241.671
2017-06-13,21,11336.627
2017-06-14,21,9411.429
2017-06-15,21,7824.124
2017-06-16,21,8117.62
2017-06-17,21,14632.33
2017-06-18,21,16858.139
2017-06-19,21,12785.594
2017-06-20,21,11788.802
2017-06-21,21,9794.715
2017-06-22,21,8649.858
2017-06-23,21,9229.44
2017-06-24,21,14686.379
2017-06-25,21,19050.271
2017-06-26,21,11265.021
2017-06-27,21,12154.061
2017-06-28,21,10947.061
2017-06-29,21,8369.598
2017-06-30,21,10479.576
2017-07-01,21,17399.441
2017-07-02,21,19011.58
2017-07-03,21,16787.139
2017-07-04,21,15629.113
2017-07-05,21,11418.359
2017-07-06,21,11849.149
2017-07-07,21,9484.433
2017-07-08,21,15010.17
2017-07-09,21,22769.238
2017-07-10,21,12069.027
2017-07-11,21,14003.26
2017-07-12,21,9073.196
2017-07-13,21,8921.889
2017-07-14,21,9444.068
2017-07-15,21,13818.297
2017-07-16,21,20421.432
2017-07-17,21,14755.89
2017-07-18,21,11888.969
2017-07-19,21,8895.225
2017-07-20,21,8001.319
2017-07-21,21,9550.186
2017-07-22,21,13101.447
2017-07-23,21,19457.65
2017-07-24,21,13434.607
2017-07-25,21,11434.626
2017-07-26,21,10074.346
2017-07-27,21,13082.996
2017-07-28,21,13129.969
2017-07-29,21,16996.273
2017-07-30,21,25347.178
2017-07-31,21,16702.922
2017-08-01,21,19746.094
2017-08-02,21,15871.838
2017-08-03,21,12011.784
2017-08-04,21,12359.628
2017-08-05,21,17731.598
2017-08-06,21,21696.258
2017-08-07,21,13757.035
2017-08-08,21,15146.45
2017-08-09,21,10178.611
2017-08-10,21,9049.83
2017-08-11,21,13442.332
2017-08-12,21,12150.309
2017-08-13,21,18442.57
2017-08-14,21,13558.109
2017-08-15,21,14117.96
2017-01-01,22,0.0
2017-01-02,22,10861.358
2017-01-03,22,10133.983
2017-01-04,22,8536.269
2017-01-05,22,6886.507
2017-01-06,22,5752.7607
2017-01-07,22,7321.675
2017-01-08,22,8250.718
2017-01-09,22,6496.6333
2017-01-10,22,5230.629
2017-01-11,22,6208.023
2017-01-12,22,4838.958
2017-01-13,22,4944.048
2017-01-14,22,6891.9717
2017-01-15,22,7421.323
2017-01-16,22,6213.201
2017-01-17,22,5728.722
2017-01-18,22,4699.051
2017-01-19,22,4430.026
2017-01-20,22,4397.147
2017-01-21,22,7031.495
2017-01-22,22,6538.39
2017-01-23,22,6555.5503
2017-01-24,22,5067.824
2017-01-25,22,4845.742
2017-01-26,22,4497.881
2017-01-27,22,4882.084
2017-01-28,22,6296.346
2017-01-29,22,7848.358
2017-01-30,22,5636.262
2017-01-31,22,6264.029
2017-02-01,22,7044.381
2017-02-02,22,6794.663
2017-02-03,22,5846.385
2017-02-04,22,7484.504
2017-02-05,22,6994.604
2017-02-06,22,6061.005
2017-02-07,22,5891.425
2017-02-08,22,5106.892
2017-02-09,22,5129.339
2017-02-10,22,5499.965
2017-02-11,22,6517.003
2017-02-12,22,6583.006
2017-02-13,22,6468.523
2017-02-14,22,5826.104
2017-02-15,22,5994.622
2017-02-16,22,4466.574
2017-02-17,22,5454.38
2017-02-18,22,6361.304
2017-02-19,22,6740.589
2017-02-20,22,5813.279
2017-02-21,22,5328.767
2017-02-22,22,5618.664
2017-02-23,22,5087.555
2017-02-24,22,6233.369
2017-02-25,22,7131.879
2017-02-26,22,6480.841
2017-02-27,22,4901.157
2017-02-28,22,8401.99
2017-03-01,22,9615.898
2017-03-02,22,7710.294
2017-03-03,22,6919.979
2017-03-04,22,8319.426
2017-03-05,22,9369.946
2017-03-06,22,6945.503
2017-03-07,22,6664.659
2017-03-08,22,5319.583
2017-03-09,22,5573.167
2017-03-10,22,5426.863
2017-03-11,22,6223.605
2017-03-12,22,7245.168
2017-03-13,22,5957.003
2017-03-14,22,5776.913
2017-03-15,22,5160.022
2017-03-16,22,5027.556
2017-03-17,22,5161.559
2017-03-18,22,6071.782
2017-03-19,22,8788.63
2017-03-20,22,6530.49
2017-03-21,22,6408.398
2017-03-22,22,5261.454
2017-03-23,22,5306.688
2017-03-24,22,5010.425
2017-03-25,22,6858.002
2017-03-26,22,7967.262
2017-03-27,22,5348.132
2017-03-28,22,5835.214
2017-03-29,22,6707.454
2017-03-30,22,5388.889
2017-03-31,22,6752.23
2017-04-01,22,12101.17
2017-04-02,22,8924.146
2017-04-03,22,8631.821
2017-04-04,22,7550.403
2017-04-05,22,6101.519
2017-04-06,22,6383.948
2017-04-07,22,6209.056
2017-04-08,22,7883.558
2017-04-09,22,8877.433
2017-04-10,22,7697.371
2017-04-11,22,5836.329
2017-04-12,22,5538.5107
2017-04-13,22,6122.697
2017-04-14,22,7196.938
2017-04-15,22,6639.09
2017-04-16,22,8015.432
2017-04-17,22,6848.316
2017-04-18,22,5642.189
2017-04-19,22,5367.001
2017-04-20,22,5070.273
2017-04-21,22,6253.046
2017-04-22,22,6708.293
2017-04-23,22,7199.446
2017-04-24,22,5614.003
2017-04-25,22,5973.42
2017-04-26,22,5849.502
2017-04-27,22,4769.994
2017-04-28,22,7019.199
2017-04-29,22,9046.737
2017-04-30,22,9213.512
2017-05-01,22,13044.485
2017-05-02,22,8417.387
2017-05-03,22,7943.182
2017-05-04,22,5696.521
2017-05-05,22,6038.802
2017-05-06,22,7966.883
2017-05-07,22,8919.796
2017-05-08,22,5836.708
2017-05-09,22,5719.4434
2017-05-10,22,6161.467
2017-05-11,22,5694.144
2017-05-12,22,5593.6313
2017-05-13,22,7606.938
2017-05-14,22,6973.24
2017-05-15,22,5744.806
2017-05-16,22,6528.2803
2017-05-17,22,5653.961
2017-05-18,22,5483.247
2017-05-19,22,5779.459
2017-05-20,22,8400.417
2017-05-21,22,8017.382
2017-05-22,22,6828.951
2017-05-23,22,5333.025
2017-05-24,22,5143.498
2017-05-25,22,5657.494
2017-05-26,22,7273.221
2017-05-27,22,7325.232
2017-05-28,22,7913.924
2017-05-29,22,6805.095
2017-05-30,22,6379.5713
2017-05-31,22,6923.205
2017-06-01,22,7374.728
2017-06-02,22,6939.541
2017-06-03,22,8201.521
2017-06-04,22,10121.474
2017-06-05,22,6862.2393
2017-06-06,22,6639.379
2017-06-07,22,6321.838
2017-06-08,22,5661.703
2017-06-09,22,5903.985
2017-06-10,22,7405.387
2017-06-11,22,7921.49
2017-06-12,22,6846.815
2017-06-13,22,6074.338
2017-06-14,22,5471.305
2017-06-15,22,5363.954
2017-06-16,22,5155.146
2017-06-17,22,7317.218
2017-06-18,22,7084.648
2017-06-19,22,6493.749
2017-06-20,22,5632.759
2017-06-21,22,5105.858
2017-06-22,22,4724.279
2017-06-23,22,5469.792
2017-06-24,22,6777.724
2017-06-25,22,8771.167
2017-06-26,22,6635.211
2017-06-27,22,5999.9883
2017-06-28,22,5294.217
2017-06-29,22,6442.718
2017-06-30,22,7145.467
2017-07-01,22,9751.669
2017-07-02,22,9785.416
2017-07-03,22,8445.641
2017-07-04,22,7104.869
2017-07-05,22,5794.786
2017-07-06,22,7427.7793
2017-07-07,22,7004.8643
2017-07-08,22,7813.381
2017-07-09,22,7344.642
2017-07-10,22,6308.326
2017-07-11,22,6738.6514
2017-07-12,22,5947.9697
2017-07-13,22,6665.168
2017-07-14,22,6701.746
2017-07-15,22,6840.556
2017-07-16,22,8040.427
2017-07-17,22,6875.8623
2017-07-18,22,5579.743
2017-07-19,22,5373.833
2017-07-20,22,6214.685
2017-07-21,22,6243.017
2017-07-22,22,6088.8457
2017-07-23,22,6759.243
2017-07-24,22,7647.207
2017-07-25,22,7077.916
2017-07-26,22,5486.212
2017-07-27,22,6377.554
2017-07-28,22,8659.227
2017-07-29,22,9081.662
2017-07-30,22,7426.103
2017-07-31,22,9903.814
2017-08-01,22,8549.98
2017-08-02,22,8160.075
2017-08-03,22,8033.7803
2017-08-04,22,8733.335
2017-08-05,22,6450.214
2017-08-06,22,7034.961
2017-08-07,22,7316.467
2017-08-08,22,6535.194
2017-08-09,22,7224.04
2017-08-10,22,7881.464
2017-08-11,22,6350.38
2017-08-12,22,8047.188
2017-08-13,22,7231.182
2017-08-14,22,7368.0527
2017-08-15,22,6917.788
2017-01-01,23,0.0
2017-01-02,23,11962.054
2017-01-03,23,11962.043
2017-01-04,23,10638.109
2017-01-05,23,8917.111
2017-01-06,23,9094.947
2017-01-07,23,9513.5
2017-01-08,23,10604.377
2017-01-09,23,8840.699
2017-01-10,23,8475.799
2017-01-11,23,7901.1567
2017-01-12,23,8245.197
2017-01-13,23,8381.366
2017-01-14,23,9469.14
2017-01-15,23,10387.333
2017-01-16,23,8624.037
2017-01-17,23,8383.142
2017-01-18,23,7354.602
2017-01-19,23,8049.25
2017-01-20,23,7858.877
2017-01-21,23,8292.164
2017-01-22,23,10143.628
2017-01-23,23,8443.154
2017-01-24,23,8425.089
2017-01-25,23,8209.801
2017-01-26,23,7254.6377
2017-01-27,23,7526.8623
2017-01-28,23,8519.297
2017-01-29,23,10521.068
2017-01-30,23,7860.708
2017-01-31,23,8630.469
2017-02-01,23,8473.749
2017-02-02,23,8108.435
2017-02-03,23,8740.314
2017-02-04,23,9520.5205
2017-02-05,23,9230.472
2017-02-06,23,7238.251
2017-02-07,23,8070.61
2017-02-08,23,8212.489
2017-02-09,23,7429.923
2017-02-10,23,7910.833
2017-02-11,23,8141.499
2017-02-12,23,9586.867
2017-02-13,23,9376.138
2017-02-14,23,7972.415
2017-02-15,23,8635.455
2017-02-16,23,7256.9043
2017-02-17,23,7485.6367
2017-02-18,23,9066.774
2017-02-19,23,9823.653
2017-02-20,23,7710.2607
2017-02-21,23,8673.414
2017-02-22,23,7655.449
2017-02-23,23,8186.726
2017-02-24,23,10650.864
2017-02-25,23,10240.182
2017-02-26,23,6659.241
2017-02-27,23,8210.404
2017-02-28,23,8777.526
2017-03-01,23,11041.811
2017-03-02,23,9047.801
2017-03-03,23,9248.157
2017-03-04,23,8944.046
2017-03-05,23,10422.881
2017-03-06,23,7747.4287
2017-03-07,23,8665.989
2017-03-08,23,8055.974
2017-03-09,23,7753.168
2017-03-10,23,8265.664
2017-03-11,23,8434.618
2017-03-12,23,10407.439
2017-03-13,23,8406.286
2017-03-14,23,8038.1357
2017-03-15,23,7882.142
2017-03-16,23,8095.305
2017-03-17,23,8306.742
2017-03-18,23,8972.279
2017-03-19,23,10256.993
2017-03-20,23,8523.32
2017-03-21,23,8732.842
2017-03-22,23,8184.579
2017-03-23,23,8139.874
2017-03-24,23,7830.116
2017-03-25,23,8978.458
2017-03-26,23,10690.547
2017-03-27,23,8672.049
2017-03-28,23,8705.692
2017-03-29,23,9678.066
2017-03-30,23,7305.513
2017-03-31,23,8005.589
2017-04-01,23,12055.125
2017-04-02,23,11580.355
2017-04-03,23,8704.3955
2017-04-04,23,9136.348
2017-04-05,23,7897.449
2017-04-06,23,6973.318
2017-04-07,23,6890.035
2017-04-08,23,8623.724
2017-04-09,23,9812.232
2017-04-10,23,8096.347
2017-04-11,23,7466.958
2017-04-12,23,9044.237
2017-04-13,23,9049.207
2017-04-14,23,5716.795
2017-04-15,23,7590.288
2017-04-16,23,8407.322
2017-04-17,23,7941.331
2017-04-18,23,9056.199
2017-04-19,23,7819.584
2017-04-20,23,7184.359
2017-04-21,23,8496.311
2017-04-22,23,8326.979
2017-04-23,23,10582.684
2017-04-24,23,7356.749
2017-04-25,23,8351.167
2017-04-26,23,7205.449
2017-04-27,23,7293.397
2017-04-28,23,8154.705
2017-04-29,23,8226.846
2017-04-30,23,7376.602
2017-05-01,23,9977.479
2017-05-02,23,8471.864
2017-05-03,23,9620.854
2017-05-04,23,7172.638
2017-05-05,23,7918.518
2017-05-06,23,7801.3984
2017-05-07,23,11024.49
2017-05-08,23,7324.786
2017-05-09,23,7555.376
2017-05-10,23,7674.128
2017-05-11,23,6732.153
2017-05-12,23,8421.622
2017-05-13,23,9405.889
2017-05-14,23,9112.661
2017-05-15,23,8240.817
2017-05-16,23,8778.347
2017-05-17,23,9040.765
2017-05-18,23,7032.495
2017-05-19,23,7832.167
2017-05-20,23,8113.003
2017-05-21,23,9943.7
2017-05-22,23,7964.676
2017-05-23,23,7368.439
2017-05-24,23,9052.331
2017-05-25,23,6688.287
2017-05-26,23,8907.64
2017-05-27,23,8436.998
2017-05-28,23,8387.038
2017-05-29,23,7937.987
2017-05-30,23,8009.334
2017-05-31,23,8451.579
2017-06-01,23,8069.798
2017-06-02,23,8746.075
2017-06-03,23,8519.351
2017-06-04,23,12136.554
2017-06-05,23,8414.03
2017-06-06,23,8950.226
2017-06-07,23,7964.87
2017-06-08,23,7625.883
2017-06-09,23,8315.246
2017-06-10,23,7699.5947
2017-06-11,23,10352.235
2017-06-12,23,7794.0547
2017-06-13,23,7973.071
2017-06-14,23,8813.027
2017-06-15,23,7947.991
2017-06-16,23,8415.719
2017-06-17,23,9988.269
2017-06-18,23,10111.774
2017-06-19,23,8542.131
2017-06-20,23,8337.594
2017-06-21,23,8674.16
2017-06-22,23,6202.867
2017-06-23,23,7952.581
2017-06-24,23,8603.114
2017-06-25,23,10110.639
2017-06-26,23,7706.504
2017-06-27,23,8124.801
2017-06-28,23,7736.8896
2017-06-29,23,7609.184
2017-06-30,23,7040.4287
2017-07-01,23,9623.511
2017-07-02,23,9904.893
2017-07-03,23,8320.098
2017-07-04,23,7759.625
2017-07-05,23,8642.586
2017-07-06,23,8042.108
2017-07-07,23,8000.438
2017-07-08,23,7308.251
2017-07-09,23,9288.889
2017-07-10,23,7763.952
2017-07-11,23,7184.043
2017-07-12,23,8329.257
2017-07-13,23,6995.539
2017-07-14,23,7928.662
2017-07-15,23,8393.338
2017-07-16,23,8485.638
2017-07-17,23,7778.191
2017-07-18,23,7697.127
2017-07-19,23,8404.997
2017-07-20,23,6822.297
2017-07-21,23,7895.007
2017-07-22,23,9150.161
2017-07-23,23,10174.122
2017-07-24,23,8004.157
2017-07-25,23,7560.804
2017-07-26,23,8056.759
2017-07-27,23,6851.807
2017-07-28,23,7832.25
2017-07-29,23,7855.963
2017-07-30,23,9186.872
2017-07-31,23,7384.606
2017-08-01,23,8315.182
2017-08-02,23,9101.669
2017-08-03,23,7253.516
2017-08-04,23,7789.827
2017-08-05,23,6731.71
2017-08-06,23,8091.103
2017-08-07,23,7228.0146
2017-08-08,23,6983.896
2017-08-09,23,8339.098
2017-08-10,23,7576.411
2017-08-11,23,7046.124
2017-08-12,23,6180.085
2017-08-13,23,7733.6
2017-08-14,23,7260.081
2017-08-15,23,7371.562
2017-01-01,24,0.0
2017-01-02,24,18396.404
2017-01-03,24,19619.736
2017-01-04,24,22821.389
2017-01-05,24,17797.15
2017-01-06,24,19478.756
2017-01-07,24,19448.719
2017-01-08,24,18067.299
2017-01-09,24,17219.84
2017-01-10,24,16343.696
2017-01-11,24,21029.443
2017-01-12,24,14869.752
2017-01-13,24,19103.033
2017-01-14,24,19631.33
2017-01-15,24,19457.402
2017-01-16,24,18037.273
2017-01-17,24,15587.185
2017-01-18,24,21372.56
2017-01-19,24,15231.078
2017-01-20,24,21121.404
2017-01-21,24,22550.863
2017-01-22,24,18046.916
2017-01-23,24,17261.918
2017-01-24,24,15918.405
2017-01-25,24,19569.04
2017-01-26,24,14185.159
2017-01-27,24,19871.621
2017-01-28,24,20457.848
2017-01-29,24,16243.34
2017-01-30,24,16113.33
2017-01-31,24,17187.033
2017-02-01,24,22123.998
2017-02-02,24,17739.646
2017-02-03,24,20105.158
2017-02-04,24,22062.582
2017-02-05,24,18780.42
2017-02-06,24,17406.682
2017-02-07,24,16903.35
2017-02-08,24,20565.936
2017-02-09,24,14459.261
2017-02-10,24,18641.535
2017-02-11,24,19175.908
2017-02-12,24,17672.361
2017-02-13,24,16603.512
2017-02-14,24,13922.689
2017-02-15,24,19733.457
2017-02-16,24,15421.65
2017-02-17,24,21036.861
2017-02-18,24,22943.303
2017-02-19,24,9891.868
2017-02-20,24,19590.223
2017-02-21,24,17154.924
2017-02-22,24,20866.77
2017-02-23,24,16962.543
2017-02-24,24,20514.812
2017-02-25,24,21003.25
2017-02-26,24,11625.593
2017-02-27,24,11192.152
2017-02-28,24,15485.472
2017-03-01,24,21907.307
2017-03-02,24,17476.59
2017-03-03,24,20310.773
2017-03-04,24,20923.146
2017-03-05,24,17284.723
2017-03-06,24,14467.931
2017-03-07,24,17234.568
2017-03-08,24,19936.895
2017-03-09,24,16781.15
2017-03-10,24,20023.885
2017-03-11,24,20406.238
2017-03-12,24,17293.96
2017-03-13,24,14429.042
2017-03-14,24,15672.091
2017-03-15,24,22624.158
2017-03-16,24,16533.0
2017-03-17,24,20917.47
2017-03-18,24,20946.316
2017-03-19,24,17842.594
2017-03-20,24,19007.68
2017-03-21,24,16390.654
2017-03-22,24,21650.414
2017-03-23,24,15176.236
2017-03-24,24,19161.441
2017-03-25,24,19950.951
2017-03-26,24,15162.543
2017-03-27,24,15662.369
2017-03-28,24,15165.04
2017-03-29,24,21914.373
2017-03-30,24,14557.734
2017-03-31,24,21175.434
2017-04-01,24,26722.215
2017-04-02,24,10483.636
2017-04-03,24,14960.062
2017-04-04,24,16726.447
2017-04-05,24,21660.941
2017-04-06,24,15576.8125
2017-04-07,24,18580.328
2017-04-08,24,18480.273
2017-04-09,24,14841.954
2017-04-10,24,16600.113
2017-04-11,24,14450.336
2017-04-12,24,19867.8
2017-04-13,24,15092.223
2017-04-14,24,13585.034
2017-04-15,24,16118.218
2017-04-16,24,13297.501
2017-04-17,24,16027.432
2017-04-18,24,15413.236
2017-04-19,24,17008.426
2017-04-20,24,17849.086
2017-04-21,24,19715.686
2017-04-22,24,18993.256
2017-04-23,24,16862.094
2017-04-24,24,15966.006
2017-04-25,24,15113.956
2017-04-26,24,21812.29
2017-04-27,24,15222.588
2017-04-28,24,18699.287
2017-04-29,24,21312.441
2017-04-30,24,16309.04
2017-05-01,24,18916.463
2017-05-02,24,16441.379
2017-05-03,24,21396.125
2017-05-04,24,13581.438
2017-05-05,24,20579.902
2017-05-06,24,20421.979
2017-05-07,24,21090.83
2017-05-08,24,16462.756
2017-05-09,24,14770.262
2017-05-10,24,21181.041
2017-05-11,24,15723.599
2017-05-12,24,18727.213
2017-05-13,24,24936.465
2017-05-14,24,14891.848
2017-05-15,24,18237.863
2017-05-16,24,16238.741
2017-05-17,24,21363.242
2017-05-18,24,16179.678
2017-05-19,24,20139.732
2017-05-20,24,25909.377
2017-05-21,24,19436.156
2017-05-22,24,16792.473
2017-05-23,24,16130.574
2017-05-24,24,19036.896
2017-05-25,24,14015.417
2017-05-26,24,18209.969
2017-05-27,24,16690.928
2017-05-28,24,16334.845
2017-05-29,24,16818.654
2017-05-30,24,14989.994
2017-05-31,24,21740.18
2017-06-01,24,15102.933
2017-06-02,24,21192.064
2017-06-03,24,22336.338
2017-06-04,24,21875.846
2017-06-05,24,16338.064
2017-06-06,24,15779.776
2017-06-07,24,20061.008
2017-06-08,24,15471.057
2017-06-09,24,19367.387
2017-06-10,24,20645.18
2017-06-11,24,19986.652
2017-06-12,24,16676.338
2017-06-13,24,14998.13
2017-06-14,24,20506.086
2017-06-15,24,15654.248
2017-06-16,24,20899.7
2017-06-17,24,24199.121
2017-06-18,24,16488.266
2017-06-19,24,17334.65
2017-06-20,24,18233.016
2017-06-21,24,21053.49
2017-06-22,24,13627.63
2017-06-23,24,18521.754
2017-06-24,24,21015.938
2017-06-25,24,18144.328
2017-06-26,24,17104.426
2017-06-27,24,15336.386
2017-06-28,24,19614.383
2017-06-29,24,14862.083
2017-06-30,24,19549.213
2017-07-01,24,22292.785
2017-07-02,24,20625.766
2017-07-03,24,20007.11
2017-07-04,24,16042.049
2017-07-05,24,20080.264
2017-07-06,24,15098.003
2017-07-07,24,19014.354
2017-07-08,24,18942.592
2017-07-09,24,18803.49
2017-07-10,24,16215.748
2017-07-11,24,15187.645
2017-07-12,24,18957.355
2017-07-13,24,12632.409
2017-07-14,24,19645.992
2017-07-15,24,20759.578
2017-07-16,24,18819.73
2017-07-17,24,16453.264
2017-07-18,24,15013.78
2017-07-19,24,19722.02
2017-07-20,24,17322.514
2017-07-21,24,18945.547
2017-07-22,24,17245.088
2017-07-23,24,14313.325
2017-07-24,24,14949.964
2017-07-25,24,16565.758
2017-07-26,24,20513.963
2017-07-27,24,14527.269
2017-07-28,24,18989.646
2017-07-29,24,21341.55
2017-07-30,24,18344.47
2017-07-31,24,17994.885
2017-08-01,24,17353.78
2017-08-02,24,21246.576
2017-08-03,24,14572.832
2017-08-04,24,18600.191
2017-08-05,24,20704.094
2017-08-06,24,17395.537
2017-08-07,24,16438.574
2017-08-08,24,14703.083
2017-08-09,24,18269.357
2017-08-10,24,13373.513
2017-08-11,24,15814.104
2017-08-12,24,15919.006
2017-08-13,24,14466.33
2017-08-14,24,16061.6875
2017-08-15,24,15866.395
2017-01-01,25,12082.501
2017-01-02,25,12856.309
2017-01-03,25,10151.416
2017-01-04,25,10568.078
2017-01-05,25,7351.635
2017-01-06,25,9722.868
2017-01-07,25,11052.964
2017-01-08,25,8295.36
2017-01-09,25,6932.3623
2017-01-10,25,6364.5117
2017-01-11,25,8383.105
2017-01-12,25,7099.9043
2017-01-13,25,11632.461
2017-01-14,25,13588.3125
2017-01-15,25,8991.625
2017-01-16,25,7084.842
2017-01-17,25,6431.416
2017-01-18,25,8279.134
2017-01-19,25,5918.672
2017-01-20,25,11599.57
2017-01-21,25,14074.426
2017-01-22,25,8054.509
2017-01-23,25,6924.589
2017-01-24,25,5887.931
2017-01-25,25,9533.676
2017-01-26,25,6414.675
2017-01-27,25,11353.973
2017-01-28,25,15264.781
2017-01-29,25,8448.48
2017-01-30,25,6923.771
2017-01-31,25,6281.3623
2017-02-01,25,9877.273
2017-02-02,25,7093.497
2017-02-03,25,13212.331
2017-02-04,25,16576.162
2017-02-05,25,10882.528
2017-02-06,25,8014.85
2017-02-07,25,6802.5283
2017-02-08,25,8069.7812
2017-02-09,25,6856.564
2017-02-10,25,13225.247
2017-02-11,25,14601.695
2017-02-12,25,8899.267
2017-02-13,25,7797.629
2017-02-14,25,6514.623
2017-02-15,25,8088.503
2017-02-16,25,6856.664
2017-02-17,25,9003.296
2017-02-18,25,8130.373
2017-02-19,25,4863.748
2017-02-20,25,7245.353
2017-02-21,25,7621.96
2017-02-22,25,11326.294
2017-02-23,25,11545.914
2017-02-24,25,25383.201
2017-02-25,25,39140.266
2017-02-26,25,29087.078
2017-02-27,25,20828.467
2017-02-28,25,10656.864
2017-03-01,25,14691.821
2017-03-02,25,9113.609
2017-03-03,25,14041.287
2017-03-04,25,14373.134
2017-03-05,25,8751.028
2017-03-06,25,7048.106
2017-03-07,25,6323.371
2017-03-08,25,11219.708
2017-03-09,25,8479.608
2017-03-10,25,15381.609
2017-03-11,25,16584.107
2017-03-12,25,9441.186
2017-03-13,25,9900.159
2017-03-14,25,8217.262
2017-03-15,25,10426.07
2017-03-16,25,8777.443
2017-03-17,25,16570.383
2017-03-18,25,18478.057
2017-03-19,25,11008.051
2017-03-20,25,10310.952
2017-03-21,25,8344.061
2017-03-22,25,10856.835
2017-03-23,25,9581.081
2017-03-24,25,14164.541
2017-03-25,25,17197.758
2017-03-26,25,9995.855
2017-03-27,25,9180.594
2017-03-28,25,7751.876
2017-03-29,25,10741.253
2017-03-30,25,7158.393
2017-03-31,25,9798.199
2017-04-01,25,8789.744
2017-04-02,25,6321.151
2017-04-03,25,6960.9893
2017-04-04,25,8184.951
2017-04-05,25,9795.508
2017-04-06,25,8175.05
2017-04-07,25,13914.5625
2017-04-08,25,15420.637
2017-04-09,25,9419.0625
2017-04-10,25,10555.326
2017-04-11,25,7850.831
2017-04-12,25,15192.105
2017-04-13,25,20371.3
2017-04-14,25,26392.46
2017-04-15,25,16668.324
2017-04-16,25,7611.328
2017-04-17,25,7976.88
2017-04-18,25,6403.614
2017-04-19,25,8336.097
2017-04-20,25,7129.81
2017-04-21,25,10865.469
2017-04-22,25,10476.394
2017-04-23,25,7392.1797
2017-04-24,25,7434.126
2017-04-25,25,6003.3
2017-04-26,25,8727.536
2017-04-27,25,6103.55
2017-04-28,25,14215.287
2017-04-29,25,20751.56
2017-04-30,25,13538.396
2017-05-01,25,9769.064
2017-05-02,25,6343.2
2017-05-03,25,7816.164
2017-05-04,25,5121.199
2017-05-05,25,7487.157
2017-05-06,25,8797.563
2017-05-07,25,7948.229
2017-05-08,25,5781.673
2017-05-09,25,4995.789
2017-05-10,25,7323.393
2017-05-11,25,4833.914
2017-05-12,25,7797.838
2017-05-13,25,8088.3877
2017-05-14,25,6564.868
2017-05-15,25,6283.828
2017-05-16,25,5843.878
2017-05-17,25,7466.62
2017-05-18,25,4462.867
2017-05-19,25,8148.928
2017-05-20,25,9188.677
2017-05-21,25,7331.439
2017-05-22,25,6684.427
2017-05-23,25,5577.5527
2017-05-24,25,8485.195
2017-05-25,25,9317.677
2017-05-26,25,24358.379
2017-05-27,25,14815.203
2017-05-28,25,8687.682
2017-05-29,25,6307.413
2017-05-30,25,5507.562
2017-05-31,25,8576.2
2017-06-01,25,5678.645
2017-06-02,25,8513.75
2017-06-03,25,9753.867
2017-06-04,25,7656.335
2017-06-05,25,6086.7607
2017-06-06,25,5680.8037
2017-06-07,25,7464.001
2017-06-08,25,5316.0107
2017-06-09,25,8293.554
2017-06-10,25,8761.535
2017-06-11,25,7096.73
2017-06-12,25,5707.693
2017-06-13,25,4738.162
2017-06-14,25,6585.833
2017-06-15,25,5642.495
2017-06-16,25,7386.881
2017-06-17,25,8904.658
2017-06-18,25,6358.1797
2017-06-19,25,5983.207
2017-06-20,25,5498.8037
2017-06-21,25,7716.1
2017-06-22,25,5254.673
2017-06-23,25,7451.055
2017-06-24,25,8053.528
2017-06-25,25,7264.043
2017-06-26,25,5743.376
2017-06-27,25,5381.767
2017-06-28,25,7597.2
2017-06-29,25,5617.192
2017-06-30,25,7954.54
2017-07-01,25,10672.455
2017-07-02,25,8452.498
2017-07-03,25,7227.7803
2017-07-04,25,5232.484
2017-07-05,25,8283.118
2017-07-06,25,6279.385
2017-07-07,25,8190.944
2017-07-08,25,8497.889
2017-07-09,25,7384.962
2017-07-10,25,5537.375
2017-07-11,25,4645.235
2017-07-12,25,7718.607
2017-07-13,25,5951.397
2017-07-14,25,8899.605
2017-07-15,25,8805.529
2017-07-16,25,7969.4
2017-07-17,25,6412.521
