,date,family,sales,onpromotion
12528,2014-01-16,LINGERIE,411.0,0
12529,2014-01-16,"LIQUOR,WINE,BEER",3196.0,0
12530,2014-01-16,MAGAZINES,10.0,0
12531,2014-01-16,MEATS,16345.38,0
12532,2014-01-16,PERSONAL CARE,9735.0,0
12533,2014-01-16,PET SUPPLIES,175.0,0
12534,2014-01-16,PLAYERS AND ELECTRONICS,473.0,0
12535,2014-01-16,POULTRY,18087.4,0
12536,2014-01-16,PREPARED FOODS,4493.872,0
12537,2014-01-16,PRODUCE,82577.47,0
12538,2014-01-16,SCHOOL AND OFFICE SUPPLIES,65.0,0
12539,2014-01-16,SEAFOOD,1175.3611,0
12540,2014-01-17,AUTOMOTIVE,256.0,0
12541,2014-01-17,BABY CARE,0.0,0
12542,2014-01-17,BEAUTY,113.0,0
12543,2014-01-17,BEVERAGES,116932.0,0
12544,2014-01-17,BOOKS,0.0,0
12545,2014-01-17,BREAD/BAKERY,18491.59,0
12546,2014-01-17,CELEBRATION,725.0,0
12547,2014-01-17,CLEANING,44598.0,0
12548,2014-01-17,DAIRY,32949.0,0
12549,2014-01-17,DELI,10355.245,0
12550,2014-01-17,EGGS,7219.0,0
12551,2014-01-17,FROZEN FOODS,5909.718,0
12552,2014-01-17,GROCERY I,135357.92,0
12553,2014-01-17,GROCERY II,940.0,0
12554,2014-01-17,HARDWARE,49.0,0
12555,2014-01-17,HOME AND KITCHEN I,1417.0,0
12556,2014-01-17,HOME AND KITCHEN II,477.0,0
12557,2014-01-17,HOME APPLIANCES,27.0,0
12558,2014-01-17,HOME CARE,11169.0,0
12559,2014-01-17,LADIESWEAR,485.0,0
12560,2014-01-17,LAWN AND GARDEN,258.0,0
12561,2014-01-17,LINGERIE,412.0,0
12562,2014-01-17,"LIQUOR,WINE,BEER",6118.0,0
12563,2014-01-17,MAGAZINES,9.0,0
12564,2014-01-17,MEATS,20495.348,0
12565,2014-01-17,PERSONAL CARE,9117.0,0
12566,2014-01-17,PET SUPPLIES,183.0,0
12567,2014-01-17,PLAYERS AND ELECTRONICS,392.0,0
12568,2014-01-17,POULTRY,22473.7,0
12569,2014-01-17,PREPARED FOODS,4917.4717,0
12570,2014-01-17,PRODUCE,89481.24,0
12571,2014-01-17,SCHOOL AND OFFICE SUPPLIES,39.0,0
12572,2014-01-17,SEAFOOD,1571.6824,0
12573,2014-01-18,AUTOMOTIVE,373.0,0
12574,2014-01-18,BABY CARE,0.0,0
12575,2014-01-18,BEAUTY,164.0,0
12576,2014-01-18,BEVERAGES,178318.0,0
12577,2014-01-18,BOOKS,0.0,0
12578,2014-01-18,BREAD/BAKERY,25605.943,0
12579,2014-01-18,CELEBRATION,1046.0,0
12580,2014-01-18,CLEANING,65096.0,0
12581,2014-01-18,DAIRY,48020.0,0
12582,2014-01-18,DELI,14715.979,0
12583,2014-01-18,EGGS,10341.0,0
12584,2014-01-18,FROZEN FOODS,8529.627,0
12585,2014-01-18,GROCERY I,203627.38,0
12586,2014-01-18,GROCERY II,1145.0,0
12587,2014-01-18,HARDWARE,104.0,0
12588,2014-01-18,HOME AND KITCHEN I,1594.0,0
12589,2014-01-18,HOME AND KITCHEN II,768.0,0
12590,2014-01-18,HOME APPLIANCES,25.0,0
12591,2014-01-18,HOME CARE,18492.0,0
12592,2014-01-18,LADIESWEAR,1172.0,0
12593,2014-01-18,LAWN AND GARDEN,339.0,0
12594,2014-01-18,LINGERIE,583.0,0
12595,2014-01-18,"LIQUOR,WINE,BEER",9721.0,0
12596,2014-01-18,MAGAZINES,14.0,0
12597,2014-01-18,MEATS,19913.986,0
12598,2014-01-18,PERSONAL CARE,15398.0,0
12599,2014-01-18,PET SUPPLIES,310.0,0
12600,2014-01-18,PLAYERS AND ELECTRONICS,706.0,0
12601,2014-01-18,POULTRY,27327.549,0
12602,2014-01-18,PREPARED FOODS,7225.304,0
12603,2014-01-18,PRODUCE,124360.83,0
12604,2014-01-18,SCHOOL AND OFFICE SUPPLIES,73.0,0
12605,2014-01-18,SEAFOOD,1671.303,0
12606,2014-01-19,AUTOMOTIVE,405.0,0
12607,2014-01-19,BABY CARE,0.0,0
12608,2014-01-19,BEAUTY,239.0,0
12609,2014-01-19,BEVERAGES,205070.0,0
12610,2014-01-19,BOOKS,0.0,0
12611,2014-01-19,BREAD/BAKERY,29588.924,0
12612,2014-01-19,CELEBRATION,885.0,0
12613,2014-01-19,CLEANING,67451.0,0
12614,2014-01-19,DAIRY,54504.0,0
12615,2014-01-19,DELI,16760.36,0
12616,2014-01-19,EGGS,12327.0,0
12617,2014-01-19,FROZEN FOODS,7181.608,0
12618,2014-01-19,GROCERY I,220564.22,0
12619,2014-01-19,GROCERY II,1260.0,0
12620,2014-01-19,HARDWARE,91.0,0
12621,2014-01-19,HOME AND KITCHEN I,1196.0,0
12622,2014-01-19,HOME AND KITCHEN II,799.0,0
12623,2014-01-19,HOME APPLIANCES,37.0,0
12624,2014-01-19,HOME CARE,20594.0,0
12625,2014-01-19,LADIESWEAR,1336.0,0
12626,2014-01-19,LAWN AND GARDEN,279.0,0
12627,2014-01-19,LINGERIE,632.0,0
12628,2014-01-19,"LIQUOR,WINE,BEER",0.0,0
12629,2014-01-19,MAGAZINES,13.0,0
12630,2014-01-19,MEATS,18248.908,0
12631,2014-01-19,PERSONAL CARE,16993.0,0
12632,2014-01-19,PET SUPPLIES,281.0,0
12633,2014-01-19,PLAYERS AND ELECTRONICS,857.0,0
12634,2014-01-19,POULTRY,29606.361,0
12635,2014-01-19,PREPARED FOODS,6912.247,0
12636,2014-01-19,PRODUCE,135768.33,0
12637,2014-01-19,SCHOOL AND OFFICE SUPPLIES,150.0,0
12638,2014-01-19,SEAFOOD,1705.373,0
12639,2014-01-20,AUTOMOTIVE,193.0,0
12640,2014-01-20,BABY CARE,0.0,0
12641,2014-01-20,BEAUTY,114.0,0
12642,2014-01-20,BEVERAGES,124204.0,0
12643,2014-01-20,BOOKS,0.0,0
12644,2014-01-20,BREAD/BAKERY,20625.578,0
12645,2014-01-20,CELEBRATION,468.0,0
12646,2014-01-20,CLEANING,47474.0,0
12647,2014-01-20,DAIRY,35279.0,0
12648,2014-01-20,DELI,10955.447,0
12649,2014-01-20,EGGS,7830.0,0
12650,2014-01-20,FROZEN FOODS,4792.655,0
12651,2014-01-20,GROCERY I,160243.64,0
12652,2014-01-20,GROCERY II,865.0,0
12653,2014-01-20,HARDWARE,82.0,0
12654,2014-01-20,HOME AND KITCHEN I,1009.0,0
12655,2014-01-20,HOME AND KITCHEN II,503.0,0
12656,2014-01-20,HOME APPLIANCES,27.0,0
12657,2014-01-20,HOME CARE,14676.0,0
12658,2014-01-20,LADIESWEAR,586.0,0
12659,2014-01-20,LAWN AND GARDEN,128.0,0
12660,2014-01-20,LINGERIE,413.0,0
12661,2014-01-20,"LIQUOR,WINE,BEER",2237.0,0
12662,2014-01-20,MAGAZINES,6.0,0
12663,2014-01-20,MEATS,13485.701,0
12664,2014-01-20,PERSONAL CARE,11685.0,0
12665,2014-01-20,PET SUPPLIES,186.0,0
12666,2014-01-20,PLAYERS AND ELECTRONICS,437.0,0
12667,2014-01-20,POULTRY,18978.9,0
12668,2014-01-20,PREPARED FOODS,4680.898,0
12669,2014-01-20,PRODUCE,92622.32,0
12670,2014-01-20,SCHOOL AND OFFICE SUPPLIES,64.0,0
12671,2014-01-20,SEAFOOD,998.925,0
12672,2014-01-21,AUTOMOTIVE,221.0,0
12673,2014-01-21,BABY CARE,0.0,0
12674,2014-01-21,BEAUTY,121.0,0
12675,2014-01-21,BEVERAGES,119075.0,0
12676,2014-01-21,BOOKS,0.0,0
12677,2014-01-21,BREAD/BAKERY,17985.389,0
12678,2014-01-21,CELEBRATION,439.0,0
12679,2014-01-21,CLEANING,45838.0,0
12680,2014-01-21,DAIRY,31695.0,0
12681,2014-01-21,DELI,9707.91,0
12682,2014-01-21,EGGS,7784.0,0
12683,2014-01-21,FROZEN FOODS,4672.775,0
12684,2014-01-21,GROCERY I,138798.94,0
12685,2014-01-21,GROCERY II,781.0,0
12686,2014-01-21,HARDWARE,70.0,0
12687,2014-01-21,HOME AND KITCHEN I,1361.0,0
12688,2014-01-21,HOME AND KITCHEN II,508.0,0
12689,2014-01-21,HOME APPLIANCES,23.0,0
12690,2014-01-21,HOME CARE,12096.0,0
12691,2014-01-21,LADIESWEAR,563.0,0
12692,2014-01-21,LAWN AND GARDEN,151.0,0
12693,2014-01-21,LINGERIE,431.0,0
12694,2014-01-21,"LIQUOR,WINE,BEER",3152.0,0
12695,2014-01-21,MAGAZINES,7.0,0
12696,2014-01-21,MEATS,15104.922,0
12697,2014-01-21,PERSONAL CARE,9695.0,0
12698,2014-01-21,PET SUPPLIES,203.0,0
12699,2014-01-21,PLAYERS AND ELECTRONICS,417.0,0
12700,2014-01-21,POULTRY,17464.842,0
12701,2014-01-21,PREPARED FOODS,4539.047,0
12702,2014-01-21,PRODUCE,95043.71,0
12703,2014-01-21,SCHOOL AND OFFICE SUPPLIES,44.0,0
12704,2014-01-21,SEAFOOD,824.676,0
12705,2014-01-22,AUTOMOTIVE,227.0,0
12706,2014-01-22,BABY CARE,0.0,0
12707,2014-01-22,BEAUTY,112.0,0
12708,2014-01-22,BEVERAGES,113548.0,0
12709,2014-01-22,BOOKS,0.0,0
12710,2014-01-22,BREAD/BAKERY,18263.422,0
12711,2014-01-22,CELEBRATION,419.0,0
12712,2014-01-22,CLEANING,44101.0,0
12713,2014-01-22,DAIRY,32183.0,0
12714,2014-01-22,DELI,8842.475,0
12715,2014-01-22,EGGS,6909.0,0
12716,2014-01-22,FROZEN FOODS,4486.079,0
12717,2014-01-22,GROCERY I,133569.33,0
12718,2014-01-22,GROCERY II,786.0,0
12719,2014-01-22,HARDWARE,86.0,0
12720,2014-01-22,HOME AND KITCHEN I,1006.0,0
12721,2014-01-22,HOME AND KITCHEN II,518.0,0
12722,2014-01-22,HOME APPLIANCES,24.0,0
12723,2014-01-22,HOME CARE,11085.0,0
12724,2014-01-22,LADIESWEAR,593.0,0
12725,2014-01-22,LAWN AND GARDEN,214.0,0
12726,2014-01-22,LINGERIE,397.0,0
12727,2014-01-22,"LIQUOR,WINE,BEER",2711.0,0
12728,2014-01-22,MAGAZINES,10.0,0
12729,2014-01-22,MEATS,14311.029,0
12730,2014-01-22,PERSONAL CARE,8782.0,0
12731,2014-01-22,PET SUPPLIES,161.0,0
12732,2014-01-22,PLAYERS AND ELECTRONICS,395.0,0
12733,2014-01-22,POULTRY,16987.928,0
12734,2014-01-22,PREPARED FOODS,4617.245,0
12735,2014-01-22,PRODUCE,126741.28,0
12736,2014-01-22,SCHOOL AND OFFICE SUPPLIES,49.0,0
12737,2014-01-22,SEAFOOD,962.808,0
12738,2014-01-23,AUTOMOTIVE,191.0,0
12739,2014-01-23,BABY CARE,0.0,0
12740,2014-01-23,BEAUTY,102.0,0
12741,2014-01-23,BEVERAGES,98744.0,0
12742,2014-01-23,BOOKS,0.0,0
12743,2014-01-23,BREAD/BAKERY,16524.21,0
12744,2014-01-23,CELEBRATION,468.0,0
12745,2014-01-23,CLEANING,38087.0,0
12746,2014-01-23,DAIRY,27847.0,0
12747,2014-01-23,DELI,8894.722,0
12748,2014-01-23,EGGS,6398.0,0
12749,2014-01-23,FROZEN FOODS,4067.693,0
12750,2014-01-23,GROCERY I,119643.67,0
12751,2014-01-23,GROCERY II,772.0,0
12752,2014-01-23,HARDWARE,62.0,0
12753,2014-01-23,HOME AND KITCHEN I,880.0,0
12754,2014-01-23,HOME AND KITCHEN II,468.0,0
12755,2014-01-23,HOME APPLIANCES,20.0,0
12756,2014-01-23,HOME CARE,10217.0,0
12757,2014-01-23,LADIESWEAR,556.0,0
12758,2014-01-23,LAWN AND GARDEN,122.0,0
12759,2014-01-23,LINGERIE,344.0,0
12760,2014-01-23,"LIQUOR,WINE,BEER",2795.0,0
12761,2014-01-23,MAGAZINES,105.0,0
12762,2014-01-23,MEATS,15396.8955,0
12763,2014-01-23,PERSONAL CARE,8119.0,0
12764,2014-01-23,PET SUPPLIES,163.0,0
12765,2014-01-23,PLAYERS AND ELECTRONICS,390.0,0
12766,2014-01-23,POULTRY,16382.3,0
12767,2014-01-23,PREPARED FOODS,4302.14,0
12768,2014-01-23,PRODUCE,77732.74,0
12769,2014-01-23,SCHOOL AND OFFICE SUPPLIES,57.0,0
12770,2014-01-23,SEAFOOD,937.6668,0
12771,2014-01-24,AUTOMOTIVE,234.0,0
12772,2014-01-24,BABY CARE,0.0,0
12773,2014-01-24,BEAUTY,115.0,0
12774,2014-01-24,BEVERAGES,114525.0,0
12775,2014-01-24,BOOKS,0.0,0
12776,2014-01-24,BREAD/BAKERY,17965.703,0
12777,2014-01-24,CELEBRATION,660.0,0
12778,2014-01-24,CLEANING,42501.0,0
12779,2014-01-24,DAIRY,31509.0,0
12780,2014-01-24,DELI,9881.348,0
12781,2014-01-24,EGGS,7098.0,0
12782,2014-01-24,FROZEN FOODS,5735.507,0
12783,2014-01-24,GROCERY I,131311.08,0
12784,2014-01-24,GROCERY II,891.0,0
12785,2014-01-24,HARDWARE,49.0,0
12786,2014-01-24,HOME AND KITCHEN I,1295.0,0
12787,2014-01-24,HOME AND KITCHEN II,436.0,0
12788,2014-01-24,HOME APPLIANCES,31.0,0
12789,2014-01-24,HOME CARE,10420.0,0
12790,2014-01-24,LADIESWEAR,501.0,0
12791,2014-01-24,LAWN AND GARDEN,213.0,0
12792,2014-01-24,LINGERIE,396.0,0
12793,2014-01-24,"LIQUOR,WINE,BEER",6819.0,0
12794,2014-01-24,MAGAZINES,193.0,0
12795,2014-01-24,MEATS,19517.445,0
12796,2014-01-24,PERSONAL CARE,8569.0,0
12797,2014-01-24,PET SUPPLIES,185.0,0
12798,2014-01-24,PLAYERS AND ELECTRONICS,418.0,0
12799,2014-01-24,POULTRY,21933.52,0
12800,2014-01-24,PREPARED FOODS,4784.544,0
12801,2014-01-24,PRODUCE,86489.3,0
12802,2014-01-24,SCHOOL AND OFFICE SUPPLIES,37.0,0
12803,2014-01-24,SEAFOOD,1411.1237,0
12804,2014-01-25,AUTOMOTIVE,339.0,0
12805,2014-01-25,BABY CARE,0.0,0
12806,2014-01-25,BEAUTY,185.0,0
12807,2014-01-25,BEVERAGES,167344.0,0
12808,2014-01-25,BOOKS,0.0,0
12809,2014-01-25,BREAD/BAKERY,23587.635,0
12810,2014-01-25,CELEBRATION,993.0,0
12811,2014-01-25,CLEANING,60234.0,0
12812,2014-01-25,DAIRY,44438.0,0
12813,2014-01-25,DELI,13982.029,0
12814,2014-01-25,EGGS,10052.0,0
12815,2014-01-25,FROZEN FOODS,8326.19,0
12816,2014-01-25,GROCERY I,190358.16,0
12817,2014-01-25,GROCERY II,1020.0,0
12818,2014-01-25,HARDWARE,87.0,0
12819,2014-01-25,HOME AND KITCHEN I,1545.0,0
12820,2014-01-25,HOME AND KITCHEN II,674.0,0
12821,2014-01-25,HOME APPLIANCES,25.0,0
12822,2014-01-25,HOME CARE,16505.0,0
12823,2014-01-25,LADIESWEAR,986.0,0
12824,2014-01-25,LAWN AND GARDEN,309.0,0
12825,2014-01-25,LINGERIE,569.0,0
12826,2014-01-25,"LIQUOR,WINE,BEER",9644.0,0
12827,2014-01-25,MAGAZINES,221.0,0
12828,2014-01-25,MEATS,18285.729,0
12829,2014-01-25,PERSONAL CARE,13408.0,0
12830,2014-01-25,PET SUPPLIES,246.0,0
12831,2014-01-25,PLAYERS AND ELECTRONICS,651.0,0
12832,2014-01-25,POULTRY,24816.273,0
12833,2014-01-25,PREPARED FOODS,6349.509,0
12834,2014-01-25,PRODUCE,117262.74,0
12835,2014-01-25,SCHOOL AND OFFICE SUPPLIES,75.0,0
12836,2014-01-25,SEAFOOD,1362.714,0
12837,2014-01-26,AUTOMOTIVE,445.0,0
12838,2014-01-26,BABY CARE,0.0,0
12839,2014-01-26,BEAUTY,221.0,0
12840,2014-01-26,BEVERAGES,191848.0,0
12841,2014-01-26,BOOKS,0.0,0
12842,2014-01-26,BREAD/BAKERY,29043.602,0
12843,2014-01-26,CELEBRATION,544.0,0
12844,2014-01-26,CLEANING,64115.0,0
12845,2014-01-26,DAIRY,52824.0,0
12846,2014-01-26,DELI,16379.195,0
12847,2014-01-26,EGGS,12084.0,0
12848,2014-01-26,FROZEN FOODS,7157.121,0
12849,2014-01-26,GROCERY I,213715.66,0
12850,2014-01-26,GROCERY II,1310.0,0
12851,2014-01-26,HARDWARE,100.0,0
12852,2014-01-26,HOME AND KITCHEN I,841.0,0
12853,2014-01-26,HOME AND KITCHEN II,710.0,0
12854,2014-01-26,HOME APPLIANCES,44.0,0
12855,2014-01-26,HOME CARE,19136.0,0
12856,2014-01-26,LADIESWEAR,1151.0,0
12857,2014-01-26,LAWN AND GARDEN,265.0,0
12858,2014-01-26,LINGERIE,548.0,0
12859,2014-01-26,"LIQUOR,WINE,BEER",0.0,0
12860,2014-01-26,MAGAZINES,202.0,0
12861,2014-01-26,MEATS,18432.594,0
12862,2014-01-26,PERSONAL CARE,15412.0,0
12863,2014-01-26,PET SUPPLIES,282.0,0
12864,2014-01-26,PLAYERS AND ELECTRONICS,751.0,0
12865,2014-01-26,POULTRY,26805.924,0
12866,2014-01-26,PREPARED FOODS,6932.196,0
12867,2014-01-26,PRODUCE,131090.78,0
12868,2014-01-26,SCHOOL AND OFFICE SUPPLIES,116.0,0
12869,2014-01-26,SEAFOOD,1551.669,0
12870,2014-01-27,AUTOMOTIVE,256.0,0
12871,2014-01-27,BABY CARE,0.0,0
12872,2014-01-27,BEAUTY,105.0,0
12873,2014-01-27,BEVERAGES,118252.0,0
12874,2014-01-27,BOOKS,0.0,0
12875,2014-01-27,BREAD/BAKERY,19431.072,0
12876,2014-01-27,CELEBRATION,515.0,0
12877,2014-01-27,CLEANING,45319.0,0
12878,2014-01-27,DAIRY,34321.0,0
12879,2014-01-27,DELI,10581.798,0
12880,2014-01-27,EGGS,7899.0,0
12881,2014-01-27,FROZEN FOODS,4458.498,0
12882,2014-01-27,GROCERY I,146502.1,0
12883,2014-01-27,GROCERY II,753.0,0
12884,2014-01-27,HARDWARE,62.0,0
12885,2014-01-27,HOME AND KITCHEN I,864.0,0
12886,2014-01-27,HOME AND KITCHEN II,508.0,0
12887,2014-01-27,HOME APPLIANCES,21.0,0
12888,2014-01-27,HOME CARE,12057.0,0
12889,2014-01-27,LADIESWEAR,484.0,0
12890,2014-01-27,LAWN AND GARDEN,112.0,0
12891,2014-01-27,LINGERIE,385.0,0
12892,2014-01-27,"LIQUOR,WINE,BEER",1976.0,0
12893,2014-01-27,MAGAZINES,194.0,0
12894,2014-01-27,MEATS,13560.089,0
12895,2014-01-27,PERSONAL CARE,9600.0,0
12896,2014-01-27,PET SUPPLIES,180.0,0
12897,2014-01-27,PLAYERS AND ELECTRONICS,399.0,0
12898,2014-01-27,POULTRY,17179.826,0
12899,2014-01-27,PREPARED FOODS,4336.169,0
12900,2014-01-27,PRODUCE,89435.63,0
12901,2014-01-27,SCHOOL AND OFFICE SUPPLIES,53.0,0
12902,2014-01-27,SEAFOOD,998.658,0
12903,2014-01-28,AUTOMOTIVE,187.0,0
12904,2014-01-28,BABY CARE,0.0,0
12905,2014-01-28,BEAUTY,113.0,0
12906,2014-01-28,BEVERAGES,101178.0,0
12907,2014-01-28,BOOKS,0.0,0
12908,2014-01-28,BREAD/BAKERY,17011.81,0
12909,2014-01-28,CELEBRATION,547.0,0
12910,2014-01-28,CLEANING,40374.0,0
12911,2014-01-28,DAIRY,29319.0,0
12912,2014-01-28,DELI,9151.329,0
12913,2014-01-28,EGGS,6545.0,0
12914,2014-01-28,FROZEN FOODS,4040.7,0
12915,2014-01-28,GROCERY I,126338.18,0
12916,2014-01-28,GROCERY II,679.0,0
12917,2014-01-28,HARDWARE,37.0,0
12918,2014-01-28,HOME AND KITCHEN I,790.0,0
12919,2014-01-28,HOME AND KITCHEN II,557.0,0
12920,2014-01-28,HOME APPLIANCES,21.0,0
12921,2014-01-28,HOME CARE,10664.0,0
12922,2014-01-28,LADIESWEAR,376.0,0
12923,2014-01-28,LAWN AND GARDEN,186.0,0
12924,2014-01-28,LINGERIE,345.0,0
12925,2014-01-28,"LIQUOR,WINE,BEER",2325.0,0
12926,2014-01-28,MAGAZINES,146.0,0
12927,2014-01-28,MEATS,13137.905,0
12928,2014-01-28,PERSONAL CARE,8280.0,0
12929,2014-01-28,PET SUPPLIES,177.0,0
12930,2014-01-28,PLAYERS AND ELECTRONICS,339.0,0
12931,2014-01-28,POULTRY,15205.877,0
12932,2014-01-28,PREPARED FOODS,4028.378,0
12933,2014-01-28,PRODUCE,88642.28,0
12934,2014-01-28,SCHOOL AND OFFICE SUPPLIES,29.0,0
12935,2014-01-28,SEAFOOD,822.977,0
12936,2014-01-29,AUTOMOTIVE,215.0,0
12937,2014-01-29,BABY CARE,0.0,0
12938,2014-01-29,BEAUTY,114.0,0
12939,2014-01-29,BEVERAGES,100613.0,0
12940,2014-01-29,BOOKS,0.0,0
12941,2014-01-29,BREAD/BAKERY,16769.568,0
12942,2014-01-29,CELEBRATION,522.0,0
12943,2014-01-29,CLEANING,39598.0,0
12944,2014-01-29,DAIRY,29750.0,0
12945,2014-01-29,DELI,8693.883,0
12946,2014-01-29,EGGS,6195.0,0
12947,2014-01-29,FROZEN FOODS,4920.984,0
12948,2014-01-29,GROCERY I,126163.13,0
12949,2014-01-29,GROCERY II,806.0,0
12950,2014-01-29,HARDWARE,54.0,0
12951,2014-01-29,HOME AND KITCHEN I,1114.0,0
12952,2014-01-29,HOME AND KITCHEN II,451.0,0
12953,2014-01-29,HOME APPLIANCES,21.0,0
12954,2014-01-29,HOME CARE,10009.0,0
12955,2014-01-29,LADIESWEAR,398.0,0
12956,2014-01-29,LAWN AND GARDEN,184.0,0
12957,2014-01-29,LINGERIE,352.0,0
12958,2014-01-29,"LIQUOR,WINE,BEER",2618.0,0
12959,2014-01-29,MAGAZINES,121.0,0
12960,2014-01-29,MEATS,12908.37,0
12961,2014-01-29,PERSONAL CARE,8164.0,0
12962,2014-01-29,PET SUPPLIES,146.0,0
12963,2014-01-29,PLAYERS AND ELECTRONICS,328.0,0
12964,2014-01-29,POULTRY,18115.14,0
12965,2014-01-29,PREPARED FOODS,4283.613,0
12966,2014-01-29,PRODUCE,118282.36,0
12967,2014-01-29,SCHOOL AND OFFICE SUPPLIES,35.0,0
12968,2014-01-29,SEAFOOD,908.945,0
12969,2014-01-30,AUTOMOTIVE,253.0,0
12970,2014-01-30,BABY CARE,0.0,0
12971,2014-01-30,BEAUTY,101.0,0
12972,2014-01-30,BEVERAGES,95195.0,0
12973,2014-01-30,BOOKS,0.0,0
12974,2014-01-30,BREAD/BAKERY,15975.444,0
12975,2014-01-30,CELEBRATION,645.0,0
12976,2014-01-30,CLEANING,39035.0,0
12977,2014-01-30,DAIRY,27664.0,0
12978,2014-01-30,DELI,9287.64,0
12979,2014-01-30,EGGS,5984.0,0
12980,2014-01-30,FROZEN FOODS,4695.602,0
12981,2014-01-30,GROCERY I,123772.25,0
12982,2014-01-30,GROCERY II,815.0,0
12983,2014-01-30,HARDWARE,52.0,0
12984,2014-01-30,HOME AND KITCHEN I,878.0,0
12985,2014-01-30,HOME AND KITCHEN II,451.0,0
12986,2014-01-30,HOME APPLIANCES,28.0,0
12987,2014-01-30,HOME CARE,10045.0,0
12988,2014-01-30,LADIESWEAR,404.0,0
12989,2014-01-30,LAWN AND GARDEN,140.0,0
12990,2014-01-30,LINGERIE,391.0,0
12991,2014-01-30,"LIQUOR,WINE,BEER",3029.0,0
12992,2014-01-30,MAGAZINES,85.0,0
12993,2014-01-30,MEATS,13204.856,0
12994,2014-01-30,PERSONAL CARE,7967.0,0
12995,2014-01-30,PET SUPPLIES,141.0,0
12996,2014-01-30,PLAYERS AND ELECTRONICS,359.0,0
12997,2014-01-30,POULTRY,15420.331,0
12998,2014-01-30,PREPARED FOODS,4189.374,0
12999,2014-01-30,PRODUCE,72583.04,0
13000,2014-01-30,SCHOOL AND OFFICE SUPPLIES,20.0,0
13001,2014-01-30,SEAFOOD,832.441,0
13002,2014-01-31,AUTOMOTIVE,282.0,0
13003,2014-01-31,BABY CARE,0.0,0
13004,2014-01-31,BEAUTY,137.0,0
13005,2014-01-31,BEVERAGES,119574.0,0
13006,2014-01-31,BOOKS,0.0,0
13007,2014-01-31,BREAD/BAKERY,18143.795,0
13008,2014-01-31,CELEBRATION,704.0,0
13009,2014-01-31,CLEANING,47049.0,0
13010,2014-01-31,DAIRY,33552.0,0
13011,2014-01-31,DELI,11463.832,0
13012,2014-01-31,EGGS,7597.0,0
13013,2014-01-31,FROZEN FOODS,6664.773,0
13014,2014-01-31,GROCERY I,148887.92,0
13015,2014-01-31,GROCERY II,1008.0,0
13016,2014-01-31,HARDWARE,78.0,0
13017,2014-01-31,HOME AND KITCHEN I,1216.0,0
13018,2014-01-31,HOME AND KITCHEN II,537.0,0
13019,2014-01-31,HOME APPLIANCES,31.0,0
13020,2014-01-31,HOME CARE,12110.0,0
13021,2014-01-31,LADIESWEAR,485.0,0
13022,2014-01-31,LAWN AND GARDEN,250.0,0
13023,2014-01-31,LINGERIE,352.0,0
13024,2014-01-31,"LIQUOR,WINE,BEER",5793.0,0
13025,2014-01-31,MAGAZINES,109.0,0
13026,2014-01-31,MEATS,18870.904,0
13027,2014-01-31,PERSONAL CARE,9409.0,0
13028,2014-01-31,PET SUPPLIES,181.0,0
13029,2014-01-31,PLAYERS AND ELECTRONICS,446.0,0
13030,2014-01-31,POULTRY,22135.771,0
13031,2014-01-31,PREPARED FOODS,4892.123,0
13032,2014-01-31,PRODUCE,87610.34,0
13033,2014-01-31,SCHOOL AND OFFICE SUPPLIES,42.0,0
13034,2014-01-31,SEAFOOD,1204.7279,0
13035,2014-02-01,AUTOMOTIVE,390.0,0
13036,2014-02-01,BABY CARE,0.0,0
13037,2014-02-01,BEAUTY,241.0,0
13038,2014-02-01,BEVERAGES,100164.0,0
13039,2014-02-01,BOOKS,0.0,0
13040,2014-02-01,BREAD/BAKERY,25979.018,0
13041,2014-02-01,CELEBRATION,0.0,0
13042,2014-02-01,CLEANING,80356.0,0
13043,2014-02-01,DAIRY,50390.0,0
13044,2014-02-01,DELI,18411.035,0
13045,2014-02-01,EGGS,11381.0,0
13046,2014-02-01,FROZEN FOODS,10143.224,0
13047,2014-02-01,GROCERY I,256851.0,0
13048,2014-02-01,GROCERY II,1224.0,0
13049,2014-02-01,HARDWARE,83.0,0
13050,2014-02-01,HOME AND KITCHEN I,0.0,0
13051,2014-02-01,HOME AND KITCHEN II,0.0,0
13052,2014-02-01,HOME APPLIANCES,54.0,0
13053,2014-02-01,HOME CARE,0.0,0
13054,2014-02-01,LADIESWEAR,0.0,0
13055,2014-02-01,LAWN AND GARDEN,250.0,0
13056,2014-02-01,LINGERIE,652.0,0
13057,2014-02-01,"LIQUOR,WINE,BEER",11611.0,0
13058,2014-02-01,MAGAZINES,0.0,0
13059,2014-02-01,MEATS,21080.469,0
13060,2014-02-01,PERSONAL CARE,20011.0,0
13061,2014-02-01,PET SUPPLIES,0.0,0
13062,2014-02-01,PLAYERS AND ELECTRONICS,0.0,0
13063,2014-02-01,POULTRY,30637.314,0
13064,2014-02-01,PREPARED FOODS,6949.758,0
13065,2014-02-01,PRODUCE,515.0,0
13066,2014-02-01,SCHOOL AND OFFICE SUPPLIES,0.0,0
13067,2014-02-01,SEAFOOD,1496.382,0
13068,2014-02-02,AUTOMOTIVE,466.0,0
13069,2014-02-02,BABY CARE,0.0,0
13070,2014-02-02,BEAUTY,227.0,0
13071,2014-02-02,BEVERAGES,96461.0,0
13072,2014-02-02,BOOKS,0.0,0
