,store_nbr,family,year,sales,city,store_nbr_city
1272,16,MAGAZINES,2015,159.0,Temuco,16 - Temuco
1273,16,MAGAZINES,2016,482.0,Temuco,16 - Temuco
1274,16,MAGAZINES,2017,283.0,Temuco,16 - Temuco
1275,16,MEATS,2013,32734.342,Temuco,16 - Temuco
1276,16,MEATS,2014,32050.893,Temuco,16 - Temuco
1277,16,MEATS,2015,29742.059,Temuco,16 - Temuco
1278,16,MEATS,2016,21280.611,Temuco,16 - Temuco
1279,16,MEATS,2017,12797.865,Temuco,16 - Temuco
1280,16,PERSONAL CARE,2013,72070.0,Temuco,16 - Temuco
1281,16,PERSONAL CARE,2014,79639.0,Temuco,16 - Temuco
1282,16,PERSONAL CARE,2015,83669.0,Temuco,16 - Temuco
1283,16,PERSONAL CARE,2016,63223.0,Temuco,16 - Temuco
1284,16,PERSONAL CARE,2017,33278.0,Temuco,16 - Temuco
1285,16,PET SUPPLIES,2013,0.0,Temuco,16 - Temuco
1286,16,PET SUPPLIES,2014,37.0,Temuco,16 - Temuco
1287,16,PET SUPPLIES,2015,10.0,Temuco,16 - Temuco
1288,16,PET SUPPLIES,2016,140.0,Temuco,16 - Temuco
1289,16,PET SUPPLIES,2017,261.0,Temuco,16 - Temuco
1290,16,PLAYERS AND ELECTRONICS,2013,0.0,Temuco,16 - Temuco
1291,16,PLAYERS AND ELECTRONICS,2014,619.0,Temuco,16 - Temuco
1292,16,PLAYERS AND ELECTRONICS,2015,807.0,Temuco,16 - Temuco
1293,16,PLAYERS AND ELECTRONICS,2016,1114.0,Temuco,16 - Temuco
1294,16,PLAYERS AND ELECTRONICS,2017,751.0,Temuco,16 - Temuco
1295,16,POULTRY,2013,33069.6,Temuco,16 - Temuco
1296,16,POULTRY,2014,43248.484,Temuco,16 - Temuco
1297,16,POULTRY,2015,36771.508,Temuco,16 - Temuco
1298,16,POULTRY,2016,29222.164,Temuco,16 - Temuco
1299,16,POULTRY,2017,16363.869,Temuco,16 - Temuco
1300,16,PREPARED FOODS,2013,15232.0,Temuco,16 - Temuco
1301,16,PREPARED FOODS,2014,16468.0,Temuco,16 - Temuco
1302,16,PREPARED FOODS,2015,15629.0,Temuco,16 - Temuco
1303,16,PREPARED FOODS,2016,14492.0,Temuco,16 - Temuco
1304,16,PREPARED FOODS,2017,8560.0,Temuco,16 - Temuco
1305,16,PRODUCE,2013,0.0,Temuco,16 - Temuco
1306,16,PRODUCE,2014,161276.58,Temuco,16 - Temuco
1307,16,PRODUCE,2015,131956.2,Temuco,16 - Temuco
1308,16,PRODUCE,2016,200332.03,Temuco,16 - Temuco
1309,16,PRODUCE,2017,133417.69,Temuco,16 - Temuco
1310,16,SCHOOL AND OFFICE SUPPLIES,2013,0.0,Temuco,16 - Temuco
1311,16,SCHOOL AND OFFICE SUPPLIES,2014,0.0,Temuco,16 - Temuco
1312,16,SCHOOL AND OFFICE SUPPLIES,2015,1.0,Temuco,16 - Temuco
1313,16,SCHOOL AND OFFICE SUPPLIES,2016,712.0,Temuco,16 - Temuco
1314,16,SCHOOL AND OFFICE SUPPLIES,2017,1634.0,Temuco,16 - Temuco
1315,16,SEAFOOD,2013,1212.0,Temuco,16 - Temuco
1316,16,SEAFOOD,2014,1428.0,Temuco,16 - Temuco
1317,16,SEAFOOD,2015,1102.0,Temuco,16 - Temuco
1318,16,SEAFOOD,2016,570.0,Temuco,16 - Temuco
1319,16,SEAFOOD,2017,360.0,Temuco,16 - Temuco
1320,17,AUTOMOTIVE,2013,1422.0,Santiago,17 - Santiago
1321,17,AUTOMOTIVE,2014,1734.0,Santiago,17 - Santiago
1322,17,AUTOMOTIVE,2015,2064.0,Santiago,17 - Santiago
1323,17,AUTOMOTIVE,2016,2795.0,Santiago,17 - Santiago
1324,17,AUTOMOTIVE,2017,2272.0,Santiago,17 - Santiago
1325,17,BABY CARE,2013,0.0,Santiago,17 - Santiago
1326,17,BABY CARE,2014,0.0,Santiago,17 - Santiago
1327,17,BABY CARE,2015,9.0,Santiago,17 - Santiago
1328,17,BABY CARE,2016,146.0,Santiago,17 - Santiago
1329,17,BABY CARE,2017,102.0,Santiago,17 - Santiago
1330,17,BEAUTY,2013,444.0,Santiago,17 - Santiago
1331,17,BEAUTY,2014,441.0,Santiago,17 - Santiago
1332,17,BEAUTY,2015,399.0,Santiago,17 - Santiago
1333,17,BEAUTY,2016,1004.0,Santiago,17 - Santiago
1334,17,BEAUTY,2017,799.0,Santiago,17 - Santiago
1335,17,BEVERAGES,2013,404464.0,Santiago,17 - Santiago
1336,17,BEVERAGES,2014,704291.0,Santiago,17 - Santiago
1337,17,BEVERAGES,2015,901894.0,Santiago,17 - Santiago
1338,17,BEVERAGES,2016,1242375.0,Santiago,17 - Santiago
1339,17,BEVERAGES,2017,792738.0,Santiago,17 - Santiago
1340,17,BOOKS,2013,0.0,Santiago,17 - Santiago
1341,17,BOOKS,2014,0.0,Santiago,17 - Santiago
1342,17,BOOKS,2015,0.0,Santiago,17 - Santiago
1343,17,BOOKS,2016,0.0,Santiago,17 - Santiago
1344,17,BOOKS,2017,0.0,Santiago,17 - Santiago
1345,17,BREAD/BAKERY,2013,70759.0,Santiago,17 - Santiago
1346,17,BREAD/BAKERY,2014,73723.0,Santiago,17 - Santiago
1347,17,BREAD/BAKERY,2015,82165.0,Santiago,17 - Santiago
1348,17,BREAD/BAKERY,2016,111215.0,Santiago,17 - Santiago
1349,17,BREAD/BAKERY,2017,87061.0,Santiago,17 - Santiago
1350,17,CELEBRATION,2013,0.0,Santiago,17 - Santiago
1351,17,CELEBRATION,2014,1455.0,Santiago,17 - Santiago
1352,17,CELEBRATION,2015,1745.0,Santiago,17 - Santiago
1353,17,CELEBRATION,2016,2918.0,Santiago,17 - Santiago
1354,17,CELEBRATION,2017,1735.0,Santiago,17 - Santiago
1355,17,CLEANING,2013,322477.0,Santiago,17 - Santiago
1356,17,CLEANING,2014,353647.0,Santiago,17 - Santiago
1357,17,CLEANING,2015,397466.0,Santiago,17 - Santiago
1358,17,CLEANING,2016,444821.0,Santiago,17 - Santiago
1359,17,CLEANING,2017,277849.0,Santiago,17 - Santiago
1360,17,DAIRY,2013,77898.0,Santiago,17 - Santiago
1361,17,DAIRY,2014,175736.0,Santiago,17 - Santiago
1362,17,DAIRY,2015,206872.0,Santiago,17 - Santiago
1363,17,DAIRY,2016,270874.0,Santiago,17 - Santiago
1364,17,DAIRY,2017,187220.0,Santiago,17 - Santiago
1365,17,DELI,2013,98098.0,Santiago,17 - Santiago
1366,17,DELI,2014,132680.0,Santiago,17 - Santiago
1367,17,DELI,2015,175305.0,Santiago,17 - Santiago
1368,17,DELI,2016,182322.0,Santiago,17 - Santiago
1369,17,DELI,2017,125820.0,Santiago,17 - Santiago
1370,17,EGGS,2013,35096.0,Santiago,17 - Santiago
1371,17,EGGS,2014,54928.0,Santiago,17 - Santiago
1372,17,EGGS,2015,60824.0,Santiago,17 - Santiago
1373,17,EGGS,2016,99320.0,Santiago,17 - Santiago
1374,17,EGGS,2017,54070.0,Santiago,17 - Santiago
1375,17,FROZEN FOODS,2013,16776.72,Santiago,17 - Santiago
1376,17,FROZEN FOODS,2014,29326.941,Santiago,17 - Santiago
1377,17,FROZEN FOODS,2015,39188.05,Santiago,17 - Santiago
1378,17,FROZEN FOODS,2016,49696.23,Santiago,17 - Santiago
1379,17,FROZEN FOODS,2017,27085.572,Santiago,17 - Santiago
1380,17,GROCERY I,2013,1056128.0,Santiago,17 - Santiago
1381,17,GROCERY I,2014,1145075.0,Santiago,17 - Santiago
1382,17,GROCERY I,2015,1373406.5,Santiago,17 - Santiago
1383,17,GROCERY I,2016,1748899.8,Santiago,17 - Santiago
1384,17,GROCERY I,2017,1130126.0,Santiago,17 - Santiago
1385,17,GROCERY II,2013,2346.0,Santiago,17 - Santiago
1386,17,GROCERY II,2014,2466.0,Santiago,17 - Santiago
1387,17,GROCERY II,2015,2974.0,Santiago,17 - Santiago
1388,17,GROCERY II,2016,2614.0,Santiago,17 - Santiago
1389,17,GROCERY II,2017,3421.0,Santiago,17 - Santiago
1390,17,HARDWARE,2013,187.0,Santiago,17 - Santiago
1391,17,HARDWARE,2014,339.0,Santiago,17 - Santiago
1392,17,HARDWARE,2015,122.0,Santiago,17 - Santiago
1393,17,HARDWARE,2016,272.0,Santiago,17 - Santiago
1394,17,HARDWARE,2017,322.0,Santiago,17 - Santiago
1395,17,HOME AND KITCHEN I,2013,0.0,Santiago,17 - Santiago
1396,17,HOME AND KITCHEN I,2014,4858.0,Santiago,17 - Santiago
1397,17,HOME AND KITCHEN I,2015,7976.0,Santiago,17 - Santiago
1398,17,HOME AND KITCHEN I,2016,9116.0,Santiago,17 - Santiago
1399,17,HOME AND KITCHEN I,2017,6562.0,Santiago,17 - Santiago
1400,17,HOME AND KITCHEN II,2013,0.0,Santiago,17 - Santiago
1401,17,HOME AND KITCHEN II,2014,1572.0,Santiago,17 - Santiago
1402,17,HOME AND KITCHEN II,2015,6285.0,Santiago,17 - Santiago
1403,17,HOME AND KITCHEN II,2016,12099.0,Santiago,17 - Santiago
1404,17,HOME AND KITCHEN II,2017,6495.0,Santiago,17 - Santiago
1405,17,HOME APPLIANCES,2013,36.0,Santiago,17 - Santiago
1406,17,HOME APPLIANCES,2014,66.0,Santiago,17 - Santiago
1407,17,HOME APPLIANCES,2015,5.0,Santiago,17 - Santiago
1408,17,HOME APPLIANCES,2016,66.0,Santiago,17 - Santiago
1409,17,HOME APPLIANCES,2017,120.0,Santiago,17 - Santiago
1410,17,HOME CARE,2013,0.0,Santiago,17 - Santiago
1411,17,HOME CARE,2014,59906.0,Santiago,17 - Santiago
1412,17,HOME CARE,2015,68918.0,Santiago,17 - Santiago
1413,17,HOME CARE,2016,116816.0,Santiago,17 - Santiago
1414,17,HOME CARE,2017,73731.0,Santiago,17 - Santiago
1415,17,LADIESWEAR,2013,0.0,Santiago,17 - Santiago
1416,17,LADIESWEAR,2014,712.0,Santiago,17 - Santiago
1417,17,LADIESWEAR,2015,1310.0,Santiago,17 - Santiago
1418,17,LADIESWEAR,2016,832.0,Santiago,17 - Santiago
1419,17,LADIESWEAR,2017,356.0,Santiago,17 - Santiago
1420,17,LAWN AND GARDEN,2013,0.0,Santiago,17 - Santiago
1421,17,LAWN AND GARDEN,2014,88.0,Santiago,17 - Santiago
1422,17,LAWN AND GARDEN,2015,119.0,Santiago,17 - Santiago
1423,17,LAWN AND GARDEN,2016,0.0,Santiago,17 - Santiago
1424,17,LAWN AND GARDEN,2017,0.0,Santiago,17 - Santiago
1425,17,LINGERIE,2013,927.0,Santiago,17 - Santiago
1426,17,LINGERIE,2014,2035.0,Santiago,17 - Santiago
1427,17,LINGERIE,2015,2441.0,Santiago,17 - Santiago
1428,17,LINGERIE,2016,2140.0,Santiago,17 - Santiago
1429,17,LINGERIE,2017,1412.0,Santiago,17 - Santiago
1430,17,"LIQUOR,WINE,BEER",2013,13829.0,Santiago,17 - Santiago
1431,17,"LIQUOR,WINE,BEER",2014,12444.0,Santiago,17 - Santiago
1432,17,"LIQUOR,WINE,BEER",2015,12945.0,Santiago,17 - Santiago
1433,17,"LIQUOR,WINE,BEER",2016,17700.0,Santiago,17 - Santiago
1434,17,"LIQUOR,WINE,BEER",2017,8838.0,Santiago,17 - Santiago
1435,17,MAGAZINES,2013,0.0,Santiago,17 - Santiago
1436,17,MAGAZINES,2014,26.0,Santiago,17 - Santiago
1437,17,MAGAZINES,2015,274.0,Santiago,17 - Santiago
1438,17,MAGAZINES,2016,1082.0,Santiago,17 - Santiago
1439,17,MAGAZINES,2017,743.0,Santiago,17 - Santiago
1440,17,MEATS,2013,87566.28,Santiago,17 - Santiago
1441,17,MEATS,2014,88482.65,Santiago,17 - Santiago
1442,17,MEATS,2015,94510.28,Santiago,17 - Santiago
1443,17,MEATS,2016,95852.05,Santiago,17 - Santiago
1444,17,MEATS,2017,59411.984,Santiago,17 - Santiago
1445,17,PERSONAL CARE,2013,52733.0,Santiago,17 - Santiago
1446,17,PERSONAL CARE,2014,67501.0,Santiago,17 - Santiago
1447,17,PERSONAL CARE,2015,85653.0,Santiago,17 - Santiago
1448,17,PERSONAL CARE,2016,107543.0,Santiago,17 - Santiago
1449,17,PERSONAL CARE,2017,71084.0,Santiago,17 - Santiago
1450,17,PET SUPPLIES,2013,0.0,Santiago,17 - Santiago
1451,17,PET SUPPLIES,2014,180.0,Santiago,17 - Santiago
1452,17,PET SUPPLIES,2015,198.0,Santiago,17 - Santiago
1453,17,PET SUPPLIES,2016,692.0,Santiago,17 - Santiago
1454,17,PET SUPPLIES,2017,633.0,Santiago,17 - Santiago
1455,17,PLAYERS AND ELECTRONICS,2013,0.0,Santiago,17 - Santiago
1456,17,PLAYERS AND ELECTRONICS,2014,1069.0,Santiago,17 - Santiago
1457,17,PLAYERS AND ELECTRONICS,2015,1881.0,Santiago,17 - Santiago
1458,17,PLAYERS AND ELECTRONICS,2016,3364.0,Santiago,17 - Santiago
1459,17,PLAYERS AND ELECTRONICS,2017,2335.0,Santiago,17 - Santiago
1460,17,POULTRY,2013,76891.75,Santiago,17 - Santiago
1461,17,POULTRY,2014,108935.016,Santiago,17 - Santiago
1462,17,POULTRY,2015,108925.33,Santiago,17 - Santiago
1463,17,POULTRY,2016,127612.22,Santiago,17 - Santiago
1464,17,POULTRY,2017,84512.68,Santiago,17 - Santiago
1465,17,PREPARED FOODS,2013,13885.0,Santiago,17 - Santiago
1466,17,PREPARED FOODS,2014,19588.0,Santiago,17 - Santiago
1467,17,PREPARED FOODS,2015,26679.0,Santiago,17 - Santiago
1468,17,PREPARED FOODS,2016,32174.0,Santiago,17 - Santiago
1469,17,PREPARED FOODS,2017,17630.0,Santiago,17 - Santiago
1470,17,PRODUCE,2013,0.0,Santiago,17 - Santiago
1471,17,PRODUCE,2014,168046.5,Santiago,17 - Santiago
1472,17,PRODUCE,2015,245463.47,Santiago,17 - Santiago
1473,17,PRODUCE,2016,509755.38,Santiago,17 - Santiago
1474,17,PRODUCE,2017,339337.47,Santiago,17 - Santiago
1475,17,SCHOOL AND OFFICE SUPPLIES,2013,0.0,Santiago,17 - Santiago
1476,17,SCHOOL AND OFFICE SUPPLIES,2014,230.0,Santiago,17 - Santiago
1477,17,SCHOOL AND OFFICE SUPPLIES,2015,209.0,Santiago,17 - Santiago
1478,17,SCHOOL AND OFFICE SUPPLIES,2016,278.0,Santiago,17 - Santiago
1479,17,SCHOOL AND OFFICE SUPPLIES,2017,263.0,Santiago,17 - Santiago
1480,17,SEAFOOD,2013,2392.0,Santiago,17 - Santiago
1481,17,SEAFOOD,2014,4177.0,Santiago,17 - Santiago
1482,17,SEAFOOD,2015,4018.0,Santiago,17 - Santiago
1483,17,SEAFOOD,2016,4959.0,Santiago,17 - Santiago
1484,17,SEAFOOD,2017,3174.462,Santiago,17 - Santiago
1485,18,AUTOMOTIVE,2013,1284.0,Santiago,18 - Santiago
1486,18,AUTOMOTIVE,2014,1661.0,Santiago,18 - Santiago
1487,18,AUTOMOTIVE,2015,1461.0,Santiago,18 - Santiago
1488,18,AUTOMOTIVE,2016,1039.0,Santiago,18 - Santiago
1489,18,AUTOMOTIVE,2017,967.0,Santiago,18 - Santiago
1490,18,BABY CARE,2013,0.0,Santiago,18 - Santiago
1491,18,BABY CARE,2014,16.0,Santiago,18 - Santiago
1492,18,BABY CARE,2015,13.0,Santiago,18 - Santiago
1493,18,BABY CARE,2016,55.0,Santiago,18 - Santiago
1494,18,BABY CARE,2017,83.0,Santiago,18 - Santiago
1495,18,BEAUTY,2013,676.0,Santiago,18 - Santiago
1496,18,BEAUTY,2014,591.0,Santiago,18 - Santiago
1497,18,BEAUTY,2015,512.0,Santiago,18 - Santiago
1498,18,BEAUTY,2016,609.0,Santiago,18 - Santiago
1499,18,BEAUTY,2017,979.0,Santiago,18 - Santiago
1500,18,BEVERAGES,2013,311875.0,Santiago,18 - Santiago
1501,18,BEVERAGES,2014,594222.0,Santiago,18 - Santiago
1502,18,BEVERAGES,2015,659758.0,Santiago,18 - Santiago
1503,18,BEVERAGES,2016,609593.0,Santiago,18 - Santiago
1504,18,BEVERAGES,2017,594320.0,Santiago,18 - Santiago
1505,18,BOOKS,2013,0.0,Santiago,18 - Santiago
1506,18,BOOKS,2014,0.0,Santiago,18 - Santiago
1507,18,BOOKS,2015,0.0,Santiago,18 - Santiago
1508,18,BOOKS,2016,0.0,Santiago,18 - Santiago
1509,18,BOOKS,2017,0.0,Santiago,18 - Santiago
1510,18,BREAD/BAKERY,2013,252139.0,Santiago,18 - Santiago
1511,18,BREAD/BAKERY,2014,288493.7,Santiago,18 - Santiago
1512,18,BREAD/BAKERY,2015,260941.0,Santiago,18 - Santiago
1513,18,BREAD/BAKERY,2016,157233.0,Santiago,18 - Santiago
1514,18,BREAD/BAKERY,2017,150939.0,Santiago,18 - Santiago
1515,18,CELEBRATION,2013,0.0,Santiago,18 - Santiago
1516,18,CELEBRATION,2014,3498.0,Santiago,18 - Santiago
1517,18,CELEBRATION,2015,1032.0,Santiago,18 - Santiago
1518,18,CELEBRATION,2016,1539.0,Santiago,18 - Santiago
1519,18,CELEBRATION,2017,1789.0,Santiago,18 - Santiago
1520,18,CLEANING,2013,207277.0,Santiago,18 - Santiago
1521,18,CLEANING,2014,233007.0,Santiago,18 - Santiago
1522,18,CLEANING,2015,234387.0,Santiago,18 - Santiago
1523,18,CLEANING,2016,183515.0,Santiago,18 - Santiago
1524,18,CLEANING,2017,152635.0,Santiago,18 - Santiago
1525,18,DAIRY,2013,100767.0,Santiago,18 - Santiago
1526,18,DAIRY,2014,189547.0,Santiago,18 - Santiago
1527,18,DAIRY,2015,188501.0,Santiago,18 - Santiago
1528,18,DAIRY,2016,154064.0,Santiago,18 - Santiago
1529,18,DAIRY,2017,164144.0,Santiago,18 - Santiago
1530,18,DELI,2013,58195.582,Santiago,18 - Santiago
1531,18,DELI,2014,75765.78,Santiago,18 - Santiago
1532,18,DELI,2015,89972.53,Santiago,18 - Santiago
1533,18,DELI,2016,62561.73,Santiago,18 - Santiago
1534,18,DELI,2017,58822.887,Santiago,18 - Santiago
1535,18,EGGS,2013,47783.0,Santiago,18 - Santiago
1536,18,EGGS,2014,58362.0,Santiago,18 - Santiago
1537,18,EGGS,2015,65856.0,Santiago,18 - Santiago
1538,18,EGGS,2016,52197.0,Santiago,18 - Santiago
1539,18,EGGS,2017,47745.0,Santiago,18 - Santiago
1540,18,FROZEN FOODS,2013,19220.365,Santiago,18 - Santiago
1541,18,FROZEN FOODS,2014,20169.664,Santiago,18 - Santiago
1542,18,FROZEN FOODS,2015,22219.166,Santiago,18 - Santiago
1543,18,FROZEN FOODS,2016,18365.459,Santiago,18 - Santiago
1544,18,FROZEN FOODS,2017,15560.828,Santiago,18 - Santiago
1545,18,GROCERY I,2013,798473.0,Santiago,18 - Santiago
1546,18,GROCERY I,2014,901337.1,Santiago,18 - Santiago
1547,18,GROCERY I,2015,941366.25,Santiago,18 - Santiago
1548,18,GROCERY I,2016,788183.4,Santiago,18 - Santiago
1549,18,GROCERY I,2017,709329.56,Santiago,18 - Santiago
1550,18,GROCERY II,2013,6224.0,Santiago,18 - Santiago
1551,18,GROCERY II,2014,8097.0,Santiago,18 - Santiago
1552,18,GROCERY II,2015,7888.0,Santiago,18 - Santiago
1553,18,GROCERY II,2016,3643.0,Santiago,18 - Santiago
1554,18,GROCERY II,2017,2164.0,Santiago,18 - Santiago
1555,18,HARDWARE,2013,313.0,Santiago,18 - Santiago
1556,18,HARDWARE,2014,441.0,Santiago,18 - Santiago
1557,18,HARDWARE,2015,174.0,Santiago,18 - Santiago
1558,18,HARDWARE,2016,369.0,Santiago,18 - Santiago
1559,18,HARDWARE,2017,268.0,Santiago,18 - Santiago
1560,18,HOME AND KITCHEN I,2013,0.0,Santiago,18 - Santiago
1561,18,HOME AND KITCHEN I,2014,3276.0,Santiago,18 - Santiago
1562,18,HOME AND KITCHEN I,2015,7016.0,Santiago,18 - Santiago
1563,18,HOME AND KITCHEN I,2016,5520.0,Santiago,18 - Santiago
1564,18,HOME AND KITCHEN I,2017,8373.0,Santiago,18 - Santiago
1565,18,HOME AND KITCHEN II,2013,0.0,Santiago,18 - Santiago
1566,18,HOME AND KITCHEN II,2014,1871.0,Santiago,18 - Santiago
1567,18,HOME AND KITCHEN II,2015,4399.0,Santiago,18 - Santiago
1568,18,HOME AND KITCHEN II,2016,3719.0,Santiago,18 - Santiago
1569,18,HOME AND KITCHEN II,2017,4158.0,Santiago,18 - Santiago
1570,18,HOME APPLIANCES,2013,110.0,Santiago,18 - Santiago
1571,18,HOME APPLIANCES,2014,38.0,Santiago,18 - Santiago
1572,18,HOME APPLIANCES,2015,49.0,Santiago,18 - Santiago
1573,18,HOME APPLIANCES,2016,26.0,Santiago,18 - Santiago
1574,18,HOME APPLIANCES,2017,67.0,Santiago,18 - Santiago
1575,18,HOME CARE,2013,0.0,Santiago,18 - Santiago
1576,18,HOME CARE,2014,37951.0,Santiago,18 - Santiago
1577,18,HOME CARE,2015,44849.0,Santiago,18 - Santiago
1578,18,HOME CARE,2016,52503.0,Santiago,18 - Santiago
1579,18,HOME CARE,2017,48061.0,Santiago,18 - Santiago
1580,18,LADIESWEAR,2013,0.0,Santiago,18 - Santiago
1581,18,LADIESWEAR,2014,2808.0,Santiago,18 - Santiago
1582,18,LADIESWEAR,2015,2033.0,Santiago,18 - Santiago
1583,18,LADIESWEAR,2016,2922.0,Santiago,18 - Santiago
1584,18,LADIESWEAR,2017,2809.0,Santiago,18 - Santiago
1585,18,LAWN AND GARDEN,2013,118.0,Santiago,18 - Santiago
1586,18,LAWN AND GARDEN,2014,407.0,Santiago,18 - Santiago
1587,18,LAWN AND GARDEN,2015,197.0,Santiago,18 - Santiago
1588,18,LAWN AND GARDEN,2016,456.0,Santiago,18 - Santiago
1589,18,LAWN AND GARDEN,2017,1194.0,Santiago,18 - Santiago
1590,18,LINGERIE,2013,2319.0,Santiago,18 - Santiago
1591,18,LINGERIE,2014,1964.0,Santiago,18 - Santiago
1592,18,LINGERIE,2015,1284.0,Santiago,18 - Santiago
1593,18,LINGERIE,2016,570.0,Santiago,18 - Santiago
1594,18,LINGERIE,2017,1222.0,Santiago,18 - Santiago
1595,18,"LIQUOR,WINE,BEER",2013,19164.0,Santiago,18 - Santiago
1596,18,"LIQUOR,WINE,BEER",2014,18762.0,Santiago,18 - Santiago
1597,18,"LIQUOR,WINE,BEER",2015,24735.0,Santiago,18 - Santiago
1598,18,"LIQUOR,WINE,BEER",2016,19137.0,Santiago,18 - Santiago
1599,18,"LIQUOR,WINE,BEER",2017,14195.0,Santiago,18 - Santiago
1600,18,MAGAZINES,2013,0.0,Santiago,18 - Santiago
1601,18,MAGAZINES,2014,61.0,Santiago,18 - Santiago
1602,18,MAGAZINES,2015,380.0,Santiago,18 - Santiago
1603,18,MAGAZINES,2016,925.0,Santiago,18 - Santiago
1604,18,MAGAZINES,2017,581.0,Santiago,18 - Santiago
1605,18,MEATS,2013,35328.395,Santiago,18 - Santiago
1606,18,MEATS,2014,36268.17,Santiago,18 - Santiago
1607,18,MEATS,2015,38157.03,Santiago,18 - Santiago
1608,18,MEATS,2016,27831.447,Santiago,18 - Santiago
1609,18,MEATS,2017,28565.117,Santiago,18 - Santiago
1610,18,PERSONAL CARE,2013,43385.0,Santiago,18 - Santiago
1611,18,PERSONAL CARE,2014,47940.0,Santiago,18 - Santiago
1612,18,PERSONAL CARE,2015,58178.0,Santiago,18 - Santiago
1613,18,PERSONAL CARE,2016,57704.0,Santiago,18 - Santiago
1614,18,PERSONAL CARE,2017,44199.0,Santiago,18 - Santiago
1615,18,PET SUPPLIES,2013,0.0,Santiago,18 - Santiago
1616,18,PET SUPPLIES,2014,573.0,Santiago,18 - Santiago
1617,18,PET SUPPLIES,2015,619.0,Santiago,18 - Santiago
1618,18,PET SUPPLIES,2016,724.0,Santiago,18 - Santiago
1619,18,PET SUPPLIES,2017,1183.0,Santiago,18 - Santiago
1620,18,PLAYERS AND ELECTRONICS,2013,0.0,Santiago,18 - Santiago
1621,18,PLAYERS AND ELECTRONICS,2014,1262.0,Santiago,18 - Santiago
1622,18,PLAYERS AND ELECTRONICS,2015,1825.0,Santiago,18 - Santiago
1623,18,PLAYERS AND ELECTRONICS,2016,2225.0,Santiago,18 - Santiago
1624,18,PLAYERS AND ELECTRONICS,2017,1928.0,Santiago,18 - Santiago
1625,18,POULTRY,2013,48254.09,Santiago,18 - Santiago
1626,18,POULTRY,2014,82153.56,Santiago,18 - Santiago
1627,18,POULTRY,2015,91863.43,Santiago,18 - Santiago
1628,18,POULTRY,2016,55179.855,Santiago,18 - Santiago
1629,18,POULTRY,2017,50103.438,Santiago,18 - Santiago
1630,18,PREPARED FOODS,2013,13931.0,Santiago,18 - Santiago
1631,18,PREPARED FOODS,2014,18867.0,Santiago,18 - Santiago
1632,18,PREPARED FOODS,2015,19088.0,Santiago,18 - Santiago
1633,18,PREPARED FOODS,2016,14678.303,Santiago,18 - Santiago
1634,18,PREPARED FOODS,2017,17534.367,Santiago,18 - Santiago
1635,18,PRODUCE,2013,0.0,Santiago,18 - Santiago
1636,18,PRODUCE,2014,301579.5,Santiago,18 - Santiago
1637,18,PRODUCE,2015,316445.12,Santiago,18 - Santiago
1638,18,PRODUCE,2016,410945.56,Santiago,18 - Santiago
1639,18,PRODUCE,2017,445367.03,Santiago,18 - Santiago
1640,18,SCHOOL AND OFFICE SUPPLIES,2013,0.0,Santiago,18 - Santiago
1641,18,SCHOOL AND OFFICE SUPPLIES,2014,960.0,Santiago,18 - Santiago
1642,18,SCHOOL AND OFFICE SUPPLIES,2015,338.0,Santiago,18 - Santiago
1643,18,SCHOOL AND OFFICE SUPPLIES,2016,360.0,Santiago,18 - Santiago
1644,18,SCHOOL AND OFFICE SUPPLIES,2017,1585.0,Santiago,18 - Santiago
1645,18,SEAFOOD,2013,3939.2239,Santiago,18 - Santiago
1646,18,SEAFOOD,2014,3724.1497,Santiago,18 - Santiago
1647,18,SEAFOOD,2015,2546.859,Santiago,18 - Santiago
1648,18,SEAFOOD,2016,2304.0469,Santiago,18 - Santiago
1649,18,SEAFOOD,2017,3274.961,Santiago,18 - Santiago
1650,19,AUTOMOTIVE,2013,1483.0,Calama,19 - Calama
1651,19,AUTOMOTIVE,2014,2177.0,Calama,19 - Calama
1652,19,AUTOMOTIVE,2015,2726.0,Calama,19 - Calama
1653,19,AUTOMOTIVE,2016,2873.0,Calama,19 - Calama
1654,19,AUTOMOTIVE,2017,1768.0,Calama,19 - Calama
1655,19,BABY CARE,2013,0.0,Calama,19 - Calama
1656,19,BABY CARE,2014,0.0,Calama,19 - Calama
1657,19,BABY CARE,2015,9.0,Calama,19 - Calama
1658,19,BABY CARE,2016,108.0,Calama,19 - Calama
1659,19,BABY CARE,2017,83.0,Calama,19 - Calama
1660,19,BEAUTY,2013,414.0,Calama,19 - Calama
1661,19,BEAUTY,2014,541.0,Calama,19 - Calama
1662,19,BEAUTY,2015,514.0,Calama,19 - Calama
1663,19,BEAUTY,2016,687.0,Calama,19 - Calama
1664,19,BEAUTY,2017,548.0,Calama,19 - Calama
1665,19,BEVERAGES,2013,369865.0,Calama,19 - Calama
1666,19,BEVERAGES,2014,654650.0,Calama,19 - Calama
1667,19,BEVERAGES,2015,827993.0,Calama,19 - Calama
1668,19,BEVERAGES,2016,874641.0,Calama,19 - Calama
1669,19,BEVERAGES,2017,569720.0,Calama,19 - Calama
1670,19,BOOKS,2013,0.0,Calama,19 - Calama
1671,19,BOOKS,2014,0.0,Calama,19 - Calama
1672,19,BOOKS,2015,0.0,Calama,19 - Calama
1673,19,BOOKS,2016,0.0,Calama,19 - Calama
